 ,Area,Mean,Min,Max,X,Y
1,0,359.620,359.620,359.620,69.412,184.427
2,0,224.262,224.262,224.262,82.932,175.549
3,0,369.041,369.041,369.041,97.258,171.917
4,0,317.018,317.018,317.018,93.021,158.599
5,0,329.756,329.756,329.756,78.493,164.855
6,0,138.357,138.357,138.357,63.763,169.899
7,0,71.649,71.649,71.649,61.139,160.415
8,0,189.919,189.919,189.919,78.291,152.142
9,0,58.209,58.209,58.209,87.774,150.326
10,0,150.751,150.751,150.751,85.555,128.736
11,0,160.262,160.262,160.262,71.632,133.780
12,0,18.887,18.887,18.887,53.674,134.588
13,0,299.814,299.814,299.814,55.288,126.113
14,0,272.733,272.733,272.733,71.632,122.884
15,0,687.365,687.365,687.365,84.142,124.902
16,0,160.603,160.603,160.603,83.537,104.522
17,0,252.926,252.926,252.926,67.193,106.338
18,0,484.799,484.799,484.799,54.884,106.540
19,0,223.131,223.131,223.131,54.279,96.855
20,0,145.649,145.649,145.649,72.237,95.240
21,0,219.528,219.528,219.528,86.160,98.671
22,0,362.217,362.217,362.217,89.187,73.246
23,0,379.319,379.319,379.319,75.062,73.650
24,0,255.729,255.729,255.729,60.131,69.009
25,0,154.673,154.673,154.673,64.772,63.157
26,0,144.222,144.222,144.222,79.905,65.175
27,0,354.451,354.451,354.451,91.608,70.421
28,0,108.866,108.866,108.866,96.249,52.665
29,0,315.631,315.631,315.631,82.528,48.831
30,0,115.692,115.692,115.692,67.798,42.979
31,0,70.500,70.500,70.500,70.825,38.540
32,0,170.654,170.654,170.654,85.958,40.558
33,0,187.070,187.070,187.070,99.074,44.997
34,0,289.541,289.541,289.541,104.119,22.599
35,0,231.382,231.382,231.382,89.389,19.371
36,0,26.187,26.187,26.187,77.685,14.730
