 ,Area,Mean,Min,Max,X,Y
1,0,28.444,28.444,28.444,443.396,106.662
2,0,174.428,174.428,174.428,451.329,95.202
3,0,247.144,247.144,247.144,461.908,84.624
4,0,394.372,394.372,394.372,448.685,66.113
5,0,132.559,132.559,132.559,436.344,74.046
6,0,338.498,338.498,338.498,425.766,85.506
7,0,431.758,431.758,431.758,421.358,75.809
8,0,68.469,68.469,68.469,432.818,66.113
9,0,265.401,265.401,265.401,447.803,59.942
10,0,225.964,225.964,225.964,438.988,37.905
11,0,81.970,81.970,81.970,425.766,42.312
12,0,234.740,234.740,234.740,414.306,48.483
13,0,191.951,191.951,191.951,410.780,35.260
14,0,181.811,181.811,181.811,424.003,30.853
15,0,74.631,74.631,74.631,438.107,29.971
16,0,200.558,200.558,200.558,436.344,3.526
17,0,192.678,192.678,192.678,420.477,7.052
18,0,314.520,314.520,314.520,407.254,7.052
