 ,Area,Mean,Min,Max,X,Y
1,0,573,573,573,101.602,189.614
2,0,313,313,313,116.486,181.201
3,0,633,633,633,129.429,180.554
4,0,188,188,188,128.351,168.042
5,0,374,374,374,114.976,171.062
6,0,310,310,310,97.288,172.572
7,0,176,176,176,98.150,157.041
8,0,280,280,280,115.839,152.295
9,0,233,233,233,131.371,154.884
10,0,139,139,139,133.312,135.254
11,0,202,202,202,114.761,134.822
12,0,115,115,115,97.719,135.901
13,0,194,194,194,104.191,126.841
14,0,110,110,110,122.742,127.703
15,0,354,354,354,137.626,131.802
16,0,171,171,171,143.451,104.838
17,0,103,103,103,128.566,104.838
18,0,102,102,102,110.662,105.916
19,0,32,32,32,114.113,94.052
20,0,224,224,224,132.234,94.915
21,0,947,947,947,145.824,99.013
22,0,687,687,687,151.216,72.265
23,0,27,27,27,134.175,70.970
24,0,494,494,494,116.918,69.676
25,0,113,113,113,122.742,60.400
26,0,222,222,222,141.078,63.852
27,0,485,485,485,154.452,66.440
28,0,873,873,873,155.099,38.397
29,0,299,299,299,140.862,39.692
30,0,48,48,48,125.546,37.966
31,0,422,422,422,127.056,29.984
32,0,166,166,166,143.019,29.769
33,0,998,998,998,155.962,32.789
34,0,776,776,776,156.394,6.040
35,0,111,111,111,142.372,6.903
36,0,67,67,67,128.351,6.040
