 ,Area,Mean,Min,Max,X,Y
1,0,420.108,420.108,420.108,118.847,224.732
2,0,187.661,187.661,187.661,130.612,212.368
3,0,420.346,420.346,420.346,143.174,203.595
4,0,560.597,560.597,560.597,132.007,183.056
5,0,192.449,192.449,192.449,119.844,188.838
6,0,168.833,168.833,168.833,103.293,197.413
7,0,503.096,503.096,503.096,100.302,186.246
8,0,268.382,268.382,268.382,116.653,180.862
9,0,498.661,498.661,498.661,131.609,177.672
10,0,315.975,315.975,315.975,129.615,152.148
11,0,195.153,195.153,195.153,111.867,155.139
12,0,417.598,417.598,417.598,95.516,158.529
13,0,908.084,908.084,908.084,95.516,148.957
14,0,284.368,284.368,284.368,112.466,146.165
15,0,731.431,731.431,731.431,128.817,147.162
16,0,448.352,448.352,448.352,127.421,118.248
17,0,160.474,160.474,160.474,109.674,120.442
18,0,76.892,76.892,76.892,94.120,119.245
19,0,379.740,379.740,379.740,97.111,109.674
20,0,494.268,494.268,494.268,112.266,107.879
21,0,227.091,227.091,227.091,128.418,112.864
22,0,133.487,133.487,133.487,129.415,84.748
23,0,-98.048,-98.048,-98.048,112.665,85.745
24,0,88.080,88.080,88.080,96.513,84.947
25,0,48.498,48.498,48.498,98.906,74.977
26,0,211.527,211.527,211.527,114.858,76.772
27,0,896.258,896.258,896.258,129.415,79.563
28,0,143.470,143.470,143.470,132.207,50.450
29,0,344.773,344.773,344.773,117.251,51.447
30,0,322.267,322.267,322.267,102.096,49.254
31,0,224.415,224.415,224.415,104.290,41.676
32,0,313.855,313.855,313.855,118.847,43.271
33,0,669.115,669.115,669.115,133.802,45.864
34,0,145.724,145.724,145.724,137.990,18.944
35,0,195.374,195.374,195.374,119.046,19.741
36,0,327.255,327.255,327.255,105.686,17.947
