 ,Area,Mean,Min,Max,X,Y
1,0,593,593,593,73.766,163.526
2,0,355,355,355,85.210,154.701
3,0,152,152,152,93.345,145.877
4,0,80,80,80,81.211,128.918
5,0,123,123,123,70.457,136.225
6,0,354,354,354,59.702,145.050
7,0,555,555,555,50.050,140.775
8,0,120,120,120,60.529,133.744
9,0,277,277,277,68.664,127.401
10,0,367,367,367,61.357,106.581
11,0,366,366,366,50.740,111.683
12,0,252,252,252,38.055,118.163
13,0,912,912,912,37.365,102.031
14,0,371,371,371,52.256,101.755
15,0,859,859,859,64.114,102.031
16,0,214,214,214,67.561,76.661
17,0,324,324,324,52.670,79.005
18,0,-31,-31,-31,38.744,75.696
19,0,350,350,350,44.122,66.044
20,0,465,465,465,59.702,69.216
21,0,846,846,846,70.457,75.972
22,0,667,667,667,78.729,53.497
23,0,278,278,278,65.217,48.947
24,0,291,291,291,53.222,44.122
25,0,817,817,817,57.358,40.950
26,0,303,303,303,67.561,44.259
27,0,424,424,424,75.972,47.431
28,0,496,496,496,90.725,29.231
29,0,38,38,38,79.005,24.543
30,0,610,610,610,66.872,21.509
31,0,497,497,497,69.905,17.924
32,0,127,127,127,82.590,22.750
33,0,662,662,662,93.483,27.714
34,0,758,758,758,101.893,4.964
35,0,278,278,278,89.484,2.068
36,0,532,532,532,77.351,0.138
