 ,Area,Mean,Min,Max,X,Y
1,0,468.502,468.502,468.502,192.338,533.112
2,0,580.681,580.681,580.681,208.541,520.045
3,0,207.030,207.030,207.030,221.607,514.296
4,0,286.650,286.650,286.650,211.677,491.299
5,0,278.845,278.845,278.845,197.042,500.184
6,0,116.149,116.149,116.149,178.749,508.547
7,0,200.804,200.804,200.804,177.704,494.958
8,0,228.774,228.774,228.774,192.338,493.390
9,0,345.448,345.448,345.448,209.063,487.641
10,0,119.235,119.235,119.235,205.927,460.985
11,0,87.038,87.038,87.038,187.634,466.734
12,0,84.147,84.147,84.147,168.819,471.438
13,0,413.895,413.895,413.895,168.819,458.372
14,0,481.229,481.229,481.229,188.680,458.372
15,0,664.156,664.156,664.156,202.792,457.849
16,0,369.942,369.942,369.942,201.224,430.148
17,0,532.765,532.765,532.765,185.021,432.761
18,0,503.041,503.041,503.041,167.251,434.329
19,0,207.244,207.244,207.244,169.864,421.263
20,0,216.056,216.056,216.056,187.634,420.218
21,0,338.795,338.795,338.795,202.792,425.444
22,0,269.633,269.633,269.633,206.450,399.311
23,0,277.982,277.982,277.982,189.202,397.743
24,0,-36.410,-36.410,-36.410,167.773,395.653
25,0,-124.945,-124.945,-124.945,173.523,385.722
26,0,160.292,160.292,160.292,191.816,386.767
27,0,620.555,620.555,620.555,206.973,391.994
28,0,384.932,384.932,384.932,212.199,364.816
29,0,-17.103,-17.103,-17.103,198.088,361.680
30,0,388.521,388.521,388.521,180.840,359.589
31,0,-12.748,-12.748,-12.748,184.498,351.227
32,0,615.450,615.450,615.450,201.746,353.840
33,0,632.813,632.813,632.813,213.767,359.066
34,0,699.422,699.422,699.422,223.698,334.502
35,0,397.089,397.089,397.089,205.405,330.320
36,0,933.448,933.448,933.448,189.202,327.707
37,0,1069.964,1069.964,1069.964,194.429,318.299
38,0,565.157,565.157,565.157,211.154,324.048
39,0,281.578,281.578,281.578,225.789,329.275
40,0,325.712,325.712,325.712,233.628,306.801
41,0,308.351,308.351,308.351,217.426,302.619
42,0,99.827,99.827,99.827,199.133,298.438
43,0,777.771,777.771,777.771,201.746,291.643
44,0,534.059,534.059,534.059,221.085,295.302
45,0,337.375,337.375,337.375,235.196,302.619
46,0,644.968,644.968,644.968,245.650,283.804
47,0,292.138,292.138,292.138,226.834,277.532
48,0,480.135,480.135,480.135,210.109,271.260
49,0,561.539,561.539,561.539,213.245,267.601
50,0,100.286,100.286,100.286,228.402,272.828
51,0,360.302,360.302,360.302,244.082,278.577
52,0,654.579,654.579,654.579,254.535,263.420
53,0,166.696,166.696,166.696,236.242,257.148
54,0,218.584,218.584,218.584,216.903,248.263
55,0,411.380,411.380,411.380,219.517,243.559
56,0,255.709,255.709,255.709,238.332,251.399
57,0,451.921,451.921,451.921,251.399,255.057
58,0,433.521,433.521,433.521,257.671,234.674
59,0,284.957,284.957,284.957,240.423,233.106
60,0,60.637,60.637,60.637,220.562,229.970
61,0,705.630,705.630,705.630,222.653,223.175
62,0,247.695,247.695,247.695,243.036,228.402
63,0,433.091,433.091,433.091,256.625,230.492
64,0,598.189,598.189,598.189,259.239,210.109
65,0,99.029,99.029,99.029,241.468,209.586
66,0,187.037,187.037,187.037,223.175,209.586
67,0,501.954,501.954,501.954,224.743,204.360
68,0,63.630,63.630,63.630,246.172,202.269
69,0,290.090,290.090,290.090,259.761,205.927
70,0,315.161,315.161,315.161,255.057,186.066
71,0,-22.050,-22.050,-22.050,240.423,184.499
72,0,369.256,369.256,369.256,225.789,190.248
73,0,-11.459,-11.459,-11.459,221.085,187.112
74,0,373.352,373.352,373.352,237.810,182.408
75,0,258.442,258.442,258.442,255.580,180.840
76,0,576.350,576.350,576.350,249.831,161.502
77,0,230.973,230.973,230.973,236.242,166.205
78,0,800.236,800.236,800.236,222.130,170.909
79,0,361.417,361.417,361.417,219.517,165.160
80,0,468.821,468.821,468.821,233.628,160.456
81,0,413.469,413.469,413.469,249.831,160.456
82,0,449.220,449.220,449.220,240.946,141.118
83,0,477.217,477.217,477.217,227.356,145.299
84,0,785.890,785.890,785.890,208.541,150.003
85,0,881.667,881.667,881.667,210.631,143.731
86,0,384.678,384.678,384.678,224.743,142.163
87,0,431.783,431.783,431.783,237.287,136.414
88,0,555.162,555.162,555.162,227.879,118.644
89,0,428.761,428.761,428.761,221.607,123.347
90,0,1013.050,1013.050,1013.050,208.018,129.097
91,0,824.206,824.206,824.206,205.927,123.870
92,0,647.615,647.615,647.615,218.471,119.689
93,0,592.431,592.431,592.431,224.221,116.553
94,0,853.359,853.359,853.359,219.517,98.260
95,0,124.326,124.326,124.326,210.631,102.441
96,0,310.725,310.725,310.725,201.224,107.668
97,0,519.951,519.951,519.951,197.565,102.441
98,0,318.748,318.748,318.748,205.927,99.828
99,0,463.435,463.435,463.435,216.381,96.692
100,0,310.374,310.374,310.374,208.018,77.876
101,0,309.528,309.528,309.528,201.746,82.580
102,0,283.044,283.044,283.044,191.816,87.284
103,0,403.839,403.839,403.839,189.202,82.580
104,0,530.620,530.620,530.620,197.565,77.876
105,0,337.996,337.996,337.996,204.360,72.127
106,0,478.496,478.496,478.496,195.997,59.583
107,0,357.118,357.118,357.118,190.248,63.764
108,0,366.492,366.492,366.492,183.453,65.855
109,0,350.574,350.574,350.574,177.704,59.060
110,0,248.481,248.481,248.481,186.066,56.970
111,0,457.223,457.223,457.223,193.384,56.447
112,0,296.389,296.389,296.389,188.157,44.949
113,0,269.402,269.402,269.402,181.363,47.039
114,0,364.989,364.989,364.989,175.613,54.356
115,0,297.311,297.311,297.311,170.387,41.290
116,0,310.131,310.131,310.131,179.795,40.245
117,0,157.653,157.653,157.653,188.680,38.677
118,0,516.866,516.866,516.866,180.840,25.088
119,0,281.593,281.593,281.593,172.477,27.178
120,0,325.031,325.031,325.031,166.205,30.837
