 ,Area,Mean,Min,Max,X,Y
1,0,361.564,361.564,361.564,42.787,358.344
2,0,218.850,218.850,218.850,58.270,360.315
3,0,18.698,18.698,18.698,74.315,366.508
4,0,546.367,546.367,546.367,81.071,342.018
5,0,163.948,163.948,163.948,61.648,337.795
6,0,22.269,22.269,22.269,45.321,336.106
7,0,105.292,105.292,105.292,47.573,328.787
8,0,341.588,341.588,341.588,63.055,329.913
9,0,391.662,391.662,391.662,77.130,332.447
10,0,975.230,975.230,975.230,82.478,308.801
11,0,102.502,102.502,102.502,68.122,305.986
12,0,258.759,258.759,258.759,49.262,306.549
13,0,266.135,266.135,266.135,49.543,299.230
14,0,276.417,276.417,276.417,65.870,297.823
15,0,154.343,154.343,154.343,79.663,298.667
16,0,183.655,183.655,183.655,82.197,277.274
17,0,239.144,239.144,239.144,65.870,276.148
18,0,63.980,63.980,63.980,49.825,276.711
19,0,-58.655,-58.655,-58.655,49.543,269.673
20,0,290.358,290.358,290.358,65.307,268.547
21,0,-7.437,-7.437,-7.437,78.819,268.266
22,0,488.458,488.458,488.458,79.382,247.998
23,0,338.454,338.454,338.454,66.433,248.280
24,0,9.247,9.247,9.247,51.795,247.998
25,0,119.194,119.194,119.194,52.358,243.213
26,0,334.033,334.033,334.033,65.307,241.524
27,0,324.150,324.150,324.150,78.819,238.427
28,0,412.006,412.006,412.006,79.382,223.789
29,0,36.561,36.561,36.561,65.870,221.819
30,0,72.334,72.334,72.334,55.173,221.537
31,0,231.624,231.624,231.624,56.299,217.878
32,0,391.158,391.158,391.158,70.374,218.722
33,0,-20.745,-20.745,-20.745,82.197,212.248
34,0,446.940,446.940,446.940,81.634,200.144
35,0,395.169,395.169,395.169,69.811,199.299
36,0,129.250,129.250,129.250,59.396,200.425
37,0,269.498,269.498,269.498,60.522,196.203
38,0,155.826,155.826,155.826,70.656,195.640
39,0,195.038,195.038,195.038,83.886,188.321
40,0,50.643,50.643,50.643,82.478,175.935
41,0,133.716,133.716,133.716,72.626,176.780
42,0,195.758,195.758,195.758,61.085,178.469
43,0,191.450,191.450,191.450,60.803,173.965
44,0,146.289,146.289,146.289,71.781,173.402
45,0,535.337,535.337,535.337,82.478,164.112
46,0,730.589,730.589,730.589,81.634,153.415
47,0,221.152,221.152,221.152,69.811,155.104
48,0,130.132,130.132,130.132,55.173,156.230
49,0,161.055,161.055,161.055,54.892,152.008
50,0,415.746,415.746,415.746,66.433,151.445
51,0,231.131,231.131,231.131,79.663,148.911
52,0,456.102,456.102,456.102,78.537,132.866
53,0,426.640,426.640,426.640,64.181,133.711
54,0,509.105,509.105,509.105,52.640,134.274
55,0,465.291,465.291,465.291,50.951,130.333
56,0,330.459,330.459,330.459,63.337,129.488
57,0,313.889,313.889,313.889,75.722,128.081
58,0,361.877,361.877,361.877,72.344,110.346
59,0,234.830,234.830,234.830,62.211,112.880
60,0,37.447,37.447,37.447,47.010,114.850
61,0,1169.731,1169.731,1169.731,48.136,110.909
62,0,376.733,376.733,376.733,61.085,108.376
63,0,372.654,372.654,372.654,70.374,107.813
64,0,419.039,419.039,419.039,68.685,92.049
65,0,213.441,213.441,213.441,58.270,92.331
66,0,241.794,241.794,241.794,47.010,95.427
67,0,524.483,524.483,524.483,45.884,90.642
68,0,385.425,385.425,385.425,55.455,88.108
69,0,400.859,400.859,400.859,65.307,86.138
70,0,37.838,37.838,37.838,59.959,71.500
71,0,301.482,301.482,301.482,53.484,75.159
72,0,88.218,88.218,88.218,40.535,76.004
73,0,44.617,44.617,44.617,39.972,71.781
74,0,269.878,269.878,269.878,48.699,68.967
75,0,413.033,413.033,413.033,59.114,67.559
76,0,33.202,33.202,33.202,55.455,53.766
77,0,287.407,287.407,287.407,47.854,54.892
78,0,459.823,459.823,459.823,38.565,57.707
79,0,374.380,374.380,374.380,35.750,52.358
80,0,-71.395,-71.395,-71.395,44.195,50.106
81,0,536.746,536.746,536.746,52.921,49.825
82,0,622.574,622.574,622.574,51.514,36.031
83,0,226.103,226.103,226.103,43.350,36.594
84,0,453.764,453.764,453.764,35.469,38.002
85,0,341.176,341.176,341.176,35.750,33.780
86,0,73.277,73.277,73.277,43.913,32.091
87,0,470.136,470.136,470.136,51.514,32.091
88,0,503.540,503.540,503.540,50.669,20.549
89,0,459.501,459.501,459.501,43.069,21.112
90,0,48.258,48.258,48.258,34.906,22.238
91,0,206.560,206.560,206.560,34.906,19.142
92,0,207.643,207.643,207.643,43.069,16.608
93,0,149.658,149.658,149.658,52.358,16.608
94,0,1003.626,1003.626,1003.626,50.669,3.378
95,0,692.298,692.298,692.298,43.350,4.504
96,0,162.044,162.044,162.044,35.750,6.193
