 ,Area,Mean,Min,Max,X,Y
1,0,-144.732,-144.732,-144.732,47.584,507.560
2,0,344.661,344.661,344.661,65.311,501.962
3,0,391.457,391.457,391.457,79.773,497.297
4,0,276.331,276.331,276.331,75.574,474.438
5,0,177.973,177.973,177.973,59.246,477.237
6,0,640.314,640.314,640.314,45.251,481.435
7,0,42.766,42.766,42.766,44.318,469.306
8,0,566.551,566.551,566.551,60.179,465.574
9,0,447.939,447.939,447.939,74.641,466.507
10,0,542.925,542.925,542.925,78.840,442.715
11,0,275.973,275.973,275.973,62.512,442.249
12,0,281.314,281.314,281.314,47.584,440.849
13,0,55.688,55.688,55.688,48.517,430.586
14,0,244.351,244.351,244.351,64.378,431.053
15,0,397.248,397.248,397.248,79.306,435.251
16,0,492.712,492.712,492.712,85.371,410.993
17,0,370.014,370.014,370.014,68.577,407.261
18,0,545.854,545.854,545.854,54.581,404.462
19,0,113.187,113.187,113.187,57.380,396.065
20,0,341.969,341.969,341.969,71.842,396.531
21,0,419.456,419.456,419.456,84.438,401.663
22,0,345.485,345.485,345.485,92.368,376.938
23,0,300.005,300.005,300.005,77.907,372.739
24,0,-153.274,-153.274,-153.274,62.512,369.007
25,0,98.353,98.353,98.353,66.244,361.543
26,0,130.452,130.452,130.452,80.239,364.809
27,0,532.767,532.767,532.767,96.567,369.474
28,0,719.925,719.925,719.925,102.632,346.148
29,0,232.320,232.320,232.320,86.304,341.483
30,0,568.978,568.978,568.978,74.641,338.218
31,0,668.987,668.987,668.987,78.373,329.354
32,0,339.470,339.470,339.470,90.502,332.620
33,0,425.962,425.962,425.962,104.498,336.818
34,0,-2.119,-2.119,-2.119,110.096,311.160
35,0,416.204,416.204,416.204,95.634,310.227
36,0,300.443,300.443,300.443,81.172,307.895
37,0,181.726,181.726,181.726,82.572,303.230
38,0,317.937,317.937,317.937,97.967,302.297
39,0,428.856,428.856,428.856,108.696,305.562
40,0,237.314,237.314,237.314,112.895,282.237
41,0,237.284,237.284,237.284,96.100,283.170
42,0,427.525,427.525,427.525,85.837,280.371
43,0,732.788,732.788,732.788,86.770,274.773
44,0,184.249,184.249,184.249,101.232,276.639
45,0,190.071,190.071,190.071,114.294,277.105
46,0,186.989,186.989,186.989,115.227,257.978
47,0,115.138,115.138,115.138,101.699,255.646
48,0,678.546,678.546,678.546,89.103,255.646
