 ,Area,Mean,Min,Max,X,Y
1,0,423.203,423.203,423.203,86.013,140.498
2,0,148.905,148.905,148.905,96.910,128.148
3,0,435.963,435.963,435.963,109.696,121.465
4,0,46.946,46.946,46.946,98.654,105.483
5,0,457.784,457.784,457.784,88.629,110.132
6,0,563.202,563.202,563.202,74.681,120.448
7,0,202.739,202.739,202.739,66.544,112.311
8,0,169.309,169.309,169.309,77.586,106.936
9,0,382.479,382.479,382.479,90.953,105.773
10,0,487.119,487.119,487.119,79.185,83.834
11,0,250.522,250.522,250.522,67.706,91.389
12,0,38.973,38.973,38.973,53.904,97.346
13,0,421.863,421.863,421.863,48.237,90.663
14,0,291.029,291.029,291.029,63.493,83.834
15,0,773.578,773.578,773.578,77.732,82.236
16,0,291.086,291.086,291.086,72.937,55.792
17,0,54.872,54.872,54.872,59.279,59.425
18,0,11.669,11.669,11.669,42.571,62.621
19,0,376.350,376.350,376.350,43.733,51.870
20,0,215.677,215.677,215.677,59.570,48.673
21,0,387.645,387.645,387.645,74.245,50.852
22,0,452.949,452.949,452.949,74.681,23.828
23,0,205.976,205.976,205.976,58.553,25.281
24,0,238.514,238.514,238.514,44.460,24.119
25,0,434.306,434.306,434.306,47.220,14.675
26,0,494.749,494.749,494.749,63.057,14.529
27,0,864.845,864.845,864.845,76.569,18.743
28,0,52.588,52.588,52.588,75.552,3.051
29,0,193.258,193.258,193.258,63.493,3.196
30,0,334.005,334.005,334.005,51.288,0.000
