 ,Area,Mean,Min,Max,X,Y
1,0,1124.180,1124.180,1124.180,60.157,204.928
2,0,839.770,839.770,839.770,65.088,202.759
3,0,32.584,32.584,32.584,70.413,199.209
4,0,1037.726,1037.726,1037.726,66.666,191.319
5,0,641.340,641.340,641.340,60.552,194.278
6,0,1582.051,1582.051,1582.051,55.226,196.644
7,0,1304.879,1304.879,1304.879,51.084,174.357
8,0,117.622,117.622,117.622,57.396,178.302
9,0,147.266,147.266,147.266,66.469,180.274
10,0,915.516,915.516,915.516,67.652,168.242
11,0,773.778,773.778,773.778,58.776,168.834
12,0,268.977,268.977,268.977,51.281,163.903
13,0,438.910,438.910,438.910,53.057,159.761
14,0,113.604,113.604,113.604,60.946,162.128
15,0,1049.186,1049.186,1049.186,68.835,163.509
16,0,898.914,898.914,898.914,69.033,150.688
17,0,832.826,832.826,832.826,61.143,150.097
18,0,398.324,398.324,398.324,52.465,145.363
19,0,20.801,20.801,20.801,53.254,141.221
20,0,485.714,485.714,485.714,61.538,142.996
21,0,696.413,696.413,696.413,69.822,144.574
22,0,868.024,868.024,868.024,69.822,130.373
23,0,736.139,736.139,736.139,61.932,131.162
24,0,644.060,644.060,644.060,53.057,127.809
25,0,500.160,500.160,500.160,53.254,123.667
26,0,524.328,524.328,524.328,62.721,124.851
27,0,1189.470,1189.470,1189.470,68.244,124.456
28,0,989.496,989.496,989.496,67.455,109.466
29,0,636.653,636.653,636.653,58.974,111.241
30,0,55.808,55.808,55.808,49.704,109.072
31,0,90.741,90.741,90.741,49.901,104.141
32,0,207.426,207.426,207.426,58.579,105.127
33,0,894.229,894.229,894.229,66.469,104.930
34,0,194.529,194.529,194.529,65.482,89.742
35,0,499.264,499.264,499.264,56.212,91.123
36,0,126.802,126.802,126.802,46.745,89.545
37,0,76.896,76.896,76.896,46.745,83.628
38,0,306.323,306.323,306.323,56.015,85.009
39,0,31.151,31.151,31.151,65.285,85.206
40,0,461.947,461.947,461.947,64.299,68.244
41,0,602.132,602.132,602.132,54.832,70.611
42,0,136.606,136.606,136.606,46.745,68.835
43,0,121.309,121.309,121.309,46.548,62.327
44,0,202.776,202.776,202.776,56.212,62.524
45,0,270.192,270.192,270.192,63.116,64.102
46,0,181.852,181.852,181.852,65.285,46.745
47,0,226.996,226.996,226.996,57.198,45.956
48,0,-67.225,-67.225,-67.225,48.126,44.378
49,0,111.148,111.148,111.148,50.295,41.025
50,0,312.336,312.336,312.336,60.354,41.222
51,0,346.758,346.758,346.758,70.611,44.970
52,0,152.590,152.590,152.590,75.739,23.274
53,0,373.815,373.815,373.815,65.285,24.063
54,0,104.220,104.220,104.220,53.451,25.838
