 ,Area,Mean,Min,Max,X,Y
1,0,545,545,545,40.031,202.562
2,0,47,47,47,51.844,192.938
3,0,681,681,681,65.188,188.781
4,0,128,128,128,57.531,163.844
5,0,253,253,253,45.062,172.375
6,0,163,163,163,29.750,180.906
7,0,253,253,253,26.031,164.500
8,0,85,85,85,40.031,159.250
9,0,573,573,573,53.156,158.375
10,0,460,460,460,49.875,131.250
11,0,492,492,492,38.281,135.625
12,0,-33,-33,-33,16.844,135.625
13,0,195,195,195,21.000,124.906
14,0,168,168,168,35.656,121.625
15,0,692,692,692,50.312,124.906
16,0,784,784,784,51.844,96.469
17,0,438,438,438,35.438,99.094
18,0,109,109,109,19.031,96.250
19,0,400,400,400,21.875,84.438
20,0,398,398,398,40.031,85.969
21,0,354,354,354,55.562,91.438
22,0,911,911,911,59.281,63.656
23,0,136,136,136,45.500,63.438
24,0,353,353,353,29.531,57.312
25,0,164,164,164,32.375,50.531
26,0,57,57,57,49.000,53.156
27,0,341,341,341,61.250,58.625
28,0,781,781,781,68.906,33.469
29,0,81,81,81,57.094,31.281
30,0,515,515,515,41.125,24.938
31,0,860,860,860,42.219,19.250
32,0,148,148,148,59.500,22.094
33,0,491,491,491,70.875,28.000
34,0,869,869,869,79.844,5.031
35,0,176,176,176,65.844,3.719
36,0,240,240,240,50.750,0.000
