 ,Area,Mean,Min,Max,X,Y
1,0.000,497,497,497,110.400,182.190
2,0.000,650,650,650,126.310,176.757
3,0.000,478,478,478,140.862,173.070
4,0.000,752,752,752,137.370,150.369
5,0.000,414,414,414,122.236,153.474
6,0.000,467,467,467,104.968,155.414
7,0.000,304,304,304,104.191,139.116
8,0.000,593,593,593,121.848,139.310
9,0.000,408,408,408,138.922,141.056
10,0.000,490,490,490,142.414,116.803
11,0.000,514,514,514,123.788,115.639
12,0.000,373,373,373,108.072,115.833
13,0.000,411,411,411,112.923,104.774
14,0.000,406,406,406,130.191,102.639
15,0.000,419,419,419,147.071,111.370
16,0.000,574,574,574,152.310,86.729
17,0.000,499,499,499,134.265,85.565
18,0.000,234,234,234,116.221,82.073
19,0.000,287,287,287,125.922,73.730
20,0.000,373,373,373,140.668,77.416
21,0.000,564,564,564,155.220,81.685
22,0.000,403,403,403,161.623,55.685
23,0.000,433,433,433,145.907,55.297
24,0.000,467,467,467,129.997,51.611
25,0.000,315,315,315,134.265,42.103
26,0.000,360,360,360,148.235,46.372
27,0.000,614,614,614,162.981,50.252
28,0.000,520,520,520,166.862,24.059
29,0.000,487,487,487,152.310,23.671
30,0.000,390,390,390,137.952,21.731
