 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,39,39,39,94.961,219.883,9
2,0.000,345,345,345,106.133,209.219,9
3,0.000,103,103,103,121.367,207.695,9
4,0.000,229,229,229,112.734,187.891,9
5,0.000,257,257,257,103.086,191.445,9
6,0.000,141,141,141,86.836,194.492,9
7,0.000,127,127,127,86.328,179.766,9
8,0.000,184,184,184,100.039,177.734,9
9,0.000,203,203,203,115.273,179.258,9
10,0.000,216,216,216,118.320,156.914,9
11,0.000,221,221,221,107.656,157.422,9
12,0.000,128,128,128,93.438,154.883,9
13,0.000,98,98,98,95.977,146.758,9
14,0.000,292,292,292,109.688,145.742,9
15,0.000,109,109,109,121.367,150.820,9
16,0.000,213,213,213,126.953,130.000,9
17,0.000,202,202,202,115.273,125.938,9
18,0.000,156,156,156,98.008,122.383,9
19,0.000,256,256,256,99.023,113.750,9
20,0.000,211,211,211,115.273,116.797,9
21,0.000,330,330,330,131.016,120.352,9
22,0.000,282,282,282,133.555,98.008,9
23,0.000,248,248,248,120.859,96.992,9
24,0.000,186,186,186,108.672,93.438,9
25,0.000,87,87,87,111.211,88.867,9
26,0.000,328,328,328,123.398,88.359,9
27,0.000,223,223,223,135.586,91.406,9
28,0.000,297,297,297,140.664,70.078,9
29,0.000,165,165,165,132.031,68.555,9
30,0.000,83,83,83,117.812,64.492,9
31,0.000,83,83,83,116.797,61.445,9
32,0.000,486,486,486,128.984,58.398,9
33,0.000,181,181,181,142.695,61.953,9
34,0.000,268,268,268,144.727,40.625,9
35,0.000,380,380,380,132.031,39.609,9
36,0.000,169,169,169,121.367,37.578,9
37,0.000,90,90,90,122.383,30.469,9
38,0.000,312,312,312,135.078,30.469,9
39,0.000,288,288,288,144.219,33.008,9
40,0.000,237,237,237,149.805,13.711,9
41,0.000,267,267,267,139.141,13.711,9
42,0.000,242,242,242,127.461,10.664,9
