 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,243,243,243,138.324,244.711,10
2,0.000,458,458,458,141.850,237.462,10
3,0.000,749,749,749,152.038,231.388,10
4,0.000,227,227,227,132.446,217.674,10
5,0.000,325,325,325,122.846,222.768,10
6,0.000,401,401,401,111.678,230.605,10
7,0.000,359,359,359,107.563,221.396,10
8,0.000,193,193,193,121.866,216.302,10
9,0.000,336,336,336,135.189,212.384,10
10,0.000,316,316,316,129.311,189.656,10
11,0.000,306,306,306,117.556,194.358,10
12,0.000,111,111,111,103.449,201.804,10
13,0.000,325,325,325,101.686,190.244,10
14,0.000,273,273,273,116.380,186.521,10
15,0.000,267,267,267,131.858,186.325,10
16,0.000,259,259,259,129.507,157.916,10
17,0.000,211,211,211,114.813,165.557,10
18,0.000,170,170,170,103.449,166.341,10
19,0.000,177,177,177,103.645,156.349,10
20,0.000,229,229,229,117.751,154.390,10
21,0.000,257,257,257,131.074,154.781,10
22,0.000,300,300,300,129.115,125.784,10
23,0.000,489,489,489,113.637,131.270,10
24,0.000,270,270,270,93.065,130.878,10
25,0.000,386,386,386,95.612,116.772,10
26,0.000,305,305,305,111.090,118.339,10
27,0.000,256,256,256,129.115,117.751,10
28,0.000,439,439,439,129.899,87.775,10
29,0.000,548,548,548,112.853,91.497,10
30,0.000,361,361,361,94.632,90.910,10
31,0.000,222,222,222,98.551,52.900,10
32,0.000,381,381,381,113.637,53.096,10
33,0.000,148,148,148,131.662,51.920,10
34,0.000,453,453,453,130.487,25.666,10
35,0.000,561,561,561,114.225,28.801,10
36,0.000,381,381,381,97.571,27.626,10
