 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,225,225,225,106.584,221.788,8
2,0.000,435,435,435,118.535,215.714,8
3,0.000,185,185,185,135.385,212.384,8
4,0.000,419,419,419,130.095,188.872,8
5,0.000,418,418,418,114.617,189.264,8
6,0.000,496,496,496,96.787,195.534,8
7,0.000,438,438,438,102.273,185.738,8
8,0.000,358,358,358,115.792,184.366,8
9,0.000,151,151,151,132.054,184.366,8
10,0.000,465,465,465,132.446,158.112,8
11,0.000,368,368,368,119.515,158.896,8
12,0.000,406,406,406,104.428,158.112,8
13,0.000,565,565,565,110.502,146.553,8
14,0.000,419,419,419,121.670,148.316,8
15,0.000,637,637,637,131.662,149.883,8
16,0.000,767,767,767,138.128,132.250,8
17,0.000,413,413,413,127.940,129.899,8
18,0.000,479,479,479,118.927,130.095,8
19,0.000,512,512,512,118.535,122.650,8
20,0.000,371,371,371,128.331,124.021,8
21,0.000,513,513,513,137.344,126.764,8
22,0.000,611,611,611,146.748,110.502,8
23,0.000,524,524,524,133.426,112.266,8
24,0.000,541,541,541,121.474,112.266,8
25,0.000,245,245,245,123.629,103.253,8
26,0.000,362,362,362,132.642,104.037,8
27,0.000,513,513,513,143.026,100.510,8
28,0.000,413,413,413,146.944,76.019,8
29,0.000,439,439,439,136.168,77.587,8
30,0.000,384,384,384,121.866,75.627,8
31,0.000,239,239,239,122.650,65.243,8
32,0.000,326,326,326,133.426,66.027,8
33,0.000,236,236,236,147.532,70.337,8
34,0.000,377,377,377,159.484,42.320,8
35,0.000,565,565,565,143.614,42.124,8
36,0.000,369,369,369,127.352,38.597,8
37,0.000,239,239,239,130.878,33.307,8
38,0.000,570,570,570,142.242,33.503,8
39,0.000,348,348,348,157.720,37.226,8
40,0.000,441,441,441,157.720,12.539,8
41,0.000,476,476,476,149.491,11.364,8
42,0.000,337,337,337,140.675,10.580,8
