 ,Area,Mean,Min,Max,X,Y
1,0.000,134,134,134,83.237,214.980
2,0.000,359,359,359,94.878,207.219
3,0.000,164,164,164,108.266,204.308
4,0.000,284,284,284,101.475,188.592
5,0.000,298,298,298,90.998,189.368
6,0.000,353,353,353,77.028,193.055
7,0.000,168,168,168,75.476,183.354
8,0.000,238,238,238,89.834,183.742
9,0.000,172,172,172,103.803,181.801
10,0.000,360,360,360,105.938,165.891
11,0.000,291,291,291,91.580,164.921
12,0.000,232,232,232,75.670,164.145
13,0.000,88,88,88,78.774,155.802
14,0.000,194,194,194,91.968,159.295
15,0.000,222,222,222,107.490,158.907
16,0.000,182,182,182,115.639,140.862
17,0.000,303,303,303,100.893,138.922
18,0.000,226,226,226,85.177,135.624
19,0.000,106,106,106,84.789,129.221
20,0.000,257,257,257,101.281,134.265
21,0.000,192,192,192,116.609,137.370
22,0.000,300,300,300,122.624,116.803
23,0.000,290,290,290,108.848,114.281
24,0.000,356,356,356,93.132,110.206
25,0.000,380,380,380,97.595,104.191
26,0.000,246,246,246,110.788,109.818
27,0.000,182,182,182,124.758,113.117
28,0.000,291,291,291,130.967,90.998
29,0.000,317,317,317,118.549,90.610
30,0.000,121,121,121,104.580,87.117
31,0.000,288,288,288,107.878,79.162
32,0.000,188,188,188,120.490,81.879
33,0.000,243,243,243,131.549,86.923
34,0.000,405,405,405,135.818,73.147
35,0.000,416,416,416,122.042,72.371
36,0.000,248,248,248,113.117,68.879
37,0.000,72,72,72,113.117,60.924
38,0.000,191,191,191,124.952,61.700
39,0.000,324,324,324,137.370,63.446
40,0.000,396,396,396,138.922,41.327
41,0.000,331,331,331,125.534,43.074
42,0.000,176,176,176,114.669,41.909
43,0.000,237,237,237,115.445,37.447
44,0.000,278,278,278,126.698,36.671
45,0.000,439,439,439,139.310,38.029
46,0.000,248,248,248,139.310,21.343
47,0.000,262,262,262,129.803,19.985
48,0.000,180,180,180,118.549,19.985
