 ,Area,Mean,Min,Max,X,Y
1,0.000,203,203,203,125.853,210.462
2,0.000,500,500,500,139.730,199.283
3,0.000,412,412,412,157.461,193.694
4,0.000,399,399,399,147.246,170.952
5,0.000,305,305,305,134.911,177.698
6,0.000,371,371,371,118.337,185.407
7,0.000,357,357,357,109.278,179.625
8,0.000,276,276,276,123.540,172.687
9,0.000,494,494,494,138.573,168.061
10,0.000,256,256,256,132.406,144.162
11,0.000,457,457,457,120.842,148.595
12,0.000,281,281,281,105.809,150.137
13,0.000,289,289,289,106.195,140.308
14,0.000,370,370,370,119.686,138.381
15,0.000,328,328,328,133.948,139.344
16,0.000,261,261,261,134.719,113.518
17,0.000,350,350,350,121.228,113.133
18,0.000,338,338,338,106.773,114.867
19,0.000,169,169,169,110.049,104.653
20,0.000,332,332,332,122.191,105.038
21,0.000,345,345,345,137.031,108.122
22,0.000,328,328,328,140.693,83.838
23,0.000,359,359,359,128.166,79.983
24,0.000,262,262,262,113.518,80.369
25,0.000,212,212,212,114.675,71.503
26,0.000,448,448,448,128.744,72.852
27,0.000,389,389,389,143.777,76.129
28,0.000,413,413,413,145.897,47.990
29,0.000,462,462,462,132.599,48.183
30,0.000,308,308,308,118.529,44.906
31,0.000,237,237,237,120.842,38.739
32,0.000,437,437,437,133.755,39.703
33,0.000,364,364,364,147.246,42.979
34,0.000,378,378,378,152.643,18.502
35,0.000,438,438,438,137.224,17.731
36,0.000,426,426,426,122.384,14.262
