 ,Area,Mean,Min,Max,X,Y
1,0.000,413,413,413,118.549,189.757
2,0.000,277,277,277,130.579,181.219
3,0.000,390,390,390,140.668,175.787
4,0.000,386,386,386,134.071,152.698
5,0.000,668,668,668,122.236,158.713
6,0.000,628,628,628,108.072,166.474
7,0.000,345,345,345,103.609,151.146
8,0.000,577,577,577,117.967,147.653
9,0.000,301,301,301,133.101,146.877
10,0.000,325,325,325,131.355,120.102
11,0.000,569,569,569,115.833,123.400
12,0.000,256,256,256,100.505,125.922
13,0.000,234,234,234,102.833,113.311
14,0.000,460,460,460,117.385,112.729
15,0.000,279,279,279,133.101,115.833
16,0.000,387,387,387,136.012,88.087
17,0.000,421,421,421,118.161,91.968
18,0.000,308,308,308,101.281,89.640
19,0.000,282,282,282,108.654,78.192
20,0.000,374,374,374,125.728,81.102
21,0.000,346,346,346,138.340,84.401
22,0.000,507,507,507,144.937,63.640
23,0.000,310,310,310,129.803,56.267
24,0.000,402,402,402,114.087,55.879
25,0.000,193,193,193,120.102,45.208
26,0.000,304,304,304,134.653,48.700
27,0.000,324,324,324,147.071,52.581
28,0.000,295,295,295,155.220,29.686
29,0.000,281,281,281,139.504,24.447
30,0.000,183,183,183,124.564,19.208
