 ,Area,Mean,Min,Max,X,Y
1,0.000,163,163,163,105.550,240.397
2,0.000,293,293,293,111.952,233.606
3,0.000,266,266,266,113.505,225.457
4,0.000,176,176,176,98.759,217.114
5,0.000,223,223,223,90.804,222.159
6,0.000,150,150,150,84.013,228.950
7,0.000,209,209,209,77.804,218.278
8,0.000,168,168,168,85.565,217.114
9,0.000,189,189,189,92.550,213.816
10,0.000,193,193,193,99.923,192.473
11,0.000,212,212,212,83.819,189.757
12,0.000,181,181,181,70.431,192.473
13,0.000,124,124,124,67.327,179.667
14,0.000,229,229,229,81.879,182.772
15,0.000,129,129,129,97.983,186.846
16,0.000,286,286,286,104.968,161.429
17,0.000,271,271,271,89.640,156.772
18,0.000,177,177,177,73.341,152.116
19,0.000,118,118,118,76.640,146.101
20,0.000,197,197,197,90.416,152.116
21,0.000,172,172,172,106.908,157.160
22,0.000,143,143,143,119.131,131.355
23,0.000,307,307,307,102.639,127.863
24,0.000,223,223,223,85.177,125.146
25,0.000,173,173,173,90.610,116.027
26,0.000,250,250,250,106.714,122.818
27,0.000,142,142,142,123.982,126.310
28,0.000,199,199,199,129.609,106.714
29,0.000,260,260,260,120.296,94.684
30,0.000,173,173,173,108.072,92.938
