 ,Area,Mean,Min,Max,X,Y
1,0.000,487,487,487,114.281,197.129
2,0.000,475,475,475,130.385,190.533
3,0.000,311,311,311,147.265,187.040
4,0.000,406,406,406,144.161,162.399
5,0.000,485,485,485,129.609,168.996
6,0.000,207,207,207,108.072,171.324
7,0.000,303,303,303,102.057,162.981
8,0.000,309,309,309,118.355,156.578
9,0.000,479,479,479,136.788,153.280
10,0.000,357,357,357,131.549,126.892
11,0.000,234,234,234,117.579,130.385
12,0.000,124,124,124,100.893,133.101
13,0.000,107,107,107,95.848,120.684
14,0.000,405,405,405,113.893,120.296
15,0.000,408,408,408,126.504,123.594
16,0.000,302,302,302,131.743,93.908
17,0.000,341,341,341,116.997,94.490
18,0.000,223,223,223,99.729,93.520
19,0.000,145,145,145,103.221,86.535
20,0.000,122,122,122,119.713,87.893
21,0.000,161,161,161,127.863,90.028
22,0.000,309,309,309,135.818,61.312
23,0.000,378,378,378,122.042,61.312
24,0.000,247,247,247,106.326,58.208
25,0.000,125,125,125,111.564,49.864
26,0.000,125,125,125,123.788,52.387
27,0.000,446,446,446,137.952,55.879
28,0.000,157,157,157,145.907,25.999
29,0.000,488,488,488,130.967,25.805
30,0.000,410,410,410,118.937,21.537
