 ,Area,Mean,Min,Max,X,Y
1,0.000,154,154,154,101.087,192.473
2,0.000,295,295,295,114.669,185.488
3,0.000,371,371,371,127.668,181.607
4,0.000,304,304,304,119.907,159.877
5,0.000,435,435,435,108.654,162.593
6,0.000,375,375,375,95.072,166.668
7,0.000,239,239,239,94.102,156.578
8,0.000,311,311,311,109.236,154.056
9,0.000,199,199,199,124.564,152.892
10,0.000,293,293,293,119.519,127.474
11,0.000,331,331,331,105.550,129.221
12,0.000,326,326,326,90.998,131.161
13,0.000,282,282,282,88.863,122.430
14,0.000,400,400,400,101.669,120.296
15,0.000,531,531,531,116.221,121.072
16,0.000,345,345,345,116.997,94.490
17,0.000,399,399,399,101.669,96.430
18,0.000,338,338,338,88.863,96.624
19,0.000,143,143,143,90.804,85.371
20,0.000,419,419,419,104.968,84.595
21,0.000,353,353,353,117.579,87.505
22,0.000,491,491,491,121.072,59.954
23,0.000,392,392,392,106.908,60.536
24,0.000,334,334,334,93.908,58.984
25,0.000,385,385,385,96.236,48.118
26,0.000,384,384,384,108.460,50.058
27,0.000,482,482,482,122.042,52.775
28,0.000,538,538,538,124.952,26.969
29,0.000,419,419,419,111.758,25.417
30,0.000,340,340,340,99.923,23.671
