 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,216,216,216,99.250,195.250,7
2,0.000,218,218,218,110.000,185.250,7
3,0.000,113,113,113,123.250,181.750,7
4,0.000,165,165,165,117.000,161.500,7
5,0.000,93,93,93,106.750,164.500,7
6,0.000,159,159,159,90.250,170.750,7
7,0.000,141,141,141,84.750,160.500,7
8,0.000,129,129,129,99.250,156.250,7
9,0.000,104,104,104,115.500,154.500,7
10,0.000,139,139,139,112.500,131.250,7
11,0.000,146,146,146,101.250,134.500,7
12,0.000,120,120,120,83.250,135.500,7
13,0.000,94,94,94,84.750,122.000,7
14,0.000,113,113,113,99.250,123.000,7
15,0.000,154,154,154,114.250,123.750,7
16,0.000,103,103,103,119.750,100.750,7
17,0.000,180,180,180,104.500,100.750,7
18,0.000,120,120,120,90.250,96.500,7
19,0.000,115,115,115,96.750,86.250,7
20,0.000,133,133,133,107.750,91.250,7
21,0.000,176,176,176,122.750,95.500,7
22,0.000,33,33,33,131.250,71.750,7
23,0.000,138,138,138,121.000,73.000,7
24,0.000,122,122,122,103.500,64.750,7
25,0.000,47,47,47,109.000,60.000,7
26,0.000,229,229,229,124.000,62.250,7
27,0.000,138,138,138,135.250,65.250,7
28,0.000,169,169,169,143.750,42.250,7
29,0.000,60,60,60,130.750,39.000,7
30,0.000,122,122,122,113.500,36.000,7
31,0.000,40,40,40,113.750,28.000,7
32,0.000,248,248,248,129.500,31.750,7
33,0.000,119,119,119,145.500,34.000,7
34,0.000,69,69,69,148.500,10.250,7
35,0.000,234,234,234,135.500,10.500,7
36,0.000,107,107,107,121.250,8.000,7
