 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,264,264,264,110.698,221.004,9
2,0.000,391,391,391,120.886,213.755,9
3,0.000,107,107,107,135.385,210.620,9
4,0.000,331,331,331,129.311,187.305,9
5,0.000,337,337,337,116.184,191.811,9
6,0.000,399,399,399,102.077,195.338,9
7,0.000,321,321,321,100.118,182.407,9
8,0.000,346,346,346,113.637,179.860,9
9,0.000,216,216,216,129.703,179.272,9
10,0.000,201,201,201,128.136,154.781,9
11,0.000,243,243,243,114.813,156.741,9
12,0.000,379,379,379,100.706,156.545,9
13,0.000,239,239,239,102.077,146.944,9
14,0.000,379,379,379,114.225,146.553,9
15,0.000,396,396,396,129.703,148.708,9
16,0.000,351,351,351,132.250,123.629,9
17,0.000,350,350,350,119.123,123.629,9
18,0.000,329,329,329,105.800,120.690,9
19,0.000,353,353,353,109.131,112.070,9
20,0.000,381,381,381,120.886,113.441,9
21,0.000,142,142,142,134.013,118.339,9
22,0.000,335,335,335,140.479,91.693,9
23,0.000,367,367,367,128.136,90.910,9
24,0.000,288,288,288,115.596,86.207,9
25,0.000,227,227,227,118.143,79.938,9
26,0.000,435,435,435,129.115,81.505,9
27,0.000,329,329,329,142.242,86.795,9
28,0.000,322,322,322,149.100,60.541,9
29,0.000,336,336,336,138.324,59.366,9
30,0.000,406,406,406,125.784,54.663,9
31,0.000,169,169,169,127.352,49.569,9
32,0.000,411,411,411,137.540,50.745,9
33,0.000,228,228,228,149.491,56.427,9
34,0.000,325,325,325,157.524,31.544,9
35,0.000,329,329,329,147.140,30.173,9
36,0.000,317,317,317,135.973,25.862,9
37,0.000,243,243,243,136.756,20.572,9
38,0.000,390,390,390,146.748,22.336,9
39,0.000,223,223,223,158.504,27.430,9
40,0.000,127,127,127,165.949,3.527,9
41,0.000,255,255,255,154.977,3.331,9
42,0.000,182,182,182,143.614,0.392,9
