 ,Area,Mean,Min,Max,X,Y
1,0.000,140,140,140,131.937,209.353
2,0.000,313,313,313,143.967,201.592
3,0.000,424,424,424,153.280,196.935
4,0.000,486,486,486,152.116,179.861
5,0.000,496,496,496,140.862,184.130
6,0.000,415,415,415,128.057,190.533
7,0.000,190,190,190,121.266,182.384
8,0.000,285,285,285,133.877,177.727
9,0.000,317,317,317,148.041,175.011
10,0.000,306,306,306,144.549,154.832
11,0.000,406,406,406,129.221,158.130
12,0.000,565,565,565,114.863,162.011
13,0.000,282,282,282,112.341,151.340
14,0.000,337,337,337,127.668,150.369
15,0.000,330,330,330,141.444,149.593
16,0.000,356,356,356,138.146,125.922
17,0.000,457,457,457,124.952,128.057
18,0.000,392,392,392,110.400,129.415
19,0.000,104,104,104,109.042,119.713
20,0.000,387,387,387,123.982,119.325
21,0.000,199,199,199,139.698,120.102
22,0.000,336,336,336,139.310,96.819
23,0.000,531,531,531,124.758,97.595
24,0.000,172,172,172,112.535,96.430
25,0.000,203,203,203,114.669,89.640
26,0.000,270,270,270,125.922,89.446
27,0.000,274,274,274,139.310,90.998
28,0.000,379,379,379,141.250,68.297
29,0.000,431,431,431,129.415,68.491
30,0.000,388,388,388,116.997,67.909
31,0.000,195,195,195,117.579,59.566
32,0.000,509,509,509,128.833,59.178
33,0.000,323,323,323,142.802,61.118
34,0.000,379,379,379,144.743,40.939
35,0.000,557,557,557,131.549,40.939
36,0.000,351,351,351,121.072,38.417
37,0.000,317,317,317,123.012,31.432
38,0.000,546,546,546,133.295,31.820
39,0.000,276,276,276,146.295,36.089
40,0.000,407,407,407,149.981,16.104
41,0.000,407,407,407,137.758,14.940
42,0.000,256,256,256,127.863,12.612
