 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,182,182,182,129.507,232.564,10
2,0.000,421,421,421,142.438,223.160,10
3,0.000,289,289,289,157.328,216.694,10
4,0.000,189,189,189,146.161,193.379,10
5,0.000,354,354,354,134.601,199.257,10
6,0.000,369,369,369,119.711,204.743,10
7,0.000,291,291,291,116.576,193.967,10
8,0.000,415,415,415,131.074,191.420,10
9,0.000,172,172,172,145.769,189.656,10
10,0.000,241,241,241,144.985,163.598,10
11,0.000,210,210,210,130.487,165.165,10
12,0.000,388,388,388,115.792,168.104,10
13,0.000,405,405,405,117.947,157.916,10
14,0.000,342,342,342,131.270,158.504,10
15,0.000,212,212,212,146.944,161.247,10
16,0.000,329,329,329,147.532,137.344,10
17,0.000,378,378,378,135.973,133.621,10
18,0.000,278,278,278,121.866,132.446,10
19,0.000,304,304,304,122.650,126.372,10
20,0.000,373,373,373,136.756,127.940,10
21,0.000,263,263,263,149.883,128.723,10
22,0.000,377,377,377,157.524,104.624,10
23,0.000,362,362,362,143.614,102.861,10
24,0.000,490,490,490,128.331,102.077,10
25,0.000,484,484,484,129.899,94.240,10
26,0.000,411,411,411,145.377,95.024,10
27,0.000,381,381,381,160.659,99.922,10
28,0.000,282,282,282,164.578,73.472,10
29,0.000,329,329,329,151.451,74.060,10
30,0.000,216,216,216,137.344,71.121,10
31,0.000,350,350,350,142.242,63.088,10
32,0.000,423,423,423,153.410,65.047,10
33,0.000,295,295,295,163.990,68.182,10
34,0.000,277,277,277,170.260,47.414,10
35,0.000,376,376,376,159.484,43.496,10
36,0.000,230,230,230,144.397,42.516,10
