 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,563,563,563,98.159,200.236,11
2,0.000,780,780,780,112.266,192.203,11
3,0.000,210,210,210,127.156,192.203,11
4,0.000,408,408,408,124.805,166.733,11
5,0.000,519,519,519,111.482,171.043,11
6,0.000,228,228,228,94.436,174.962,11
7,0.000,348,348,348,87.579,171.239,11
8,0.000,227,227,227,101.881,166.341,11
9,0.000,357,357,357,115.008,165.949,11
10,0.000,343,343,343,118.535,144.201,11
11,0.000,511,511,511,104.428,145.769,11
12,0.000,223,223,223,85.816,146.161,11
13,0.000,375,375,375,88.754,138.716,11
14,0.000,512,512,512,104.428,139.499,11
15,0.000,556,556,556,120.886,141.458,11
16,0.000,621,621,621,121.866,118.731,11
17,0.000,431,431,431,108.935,118.731,11
18,0.000,463,463,463,94.436,117.164,11
19,0.000,273,273,273,99.138,110.306,11
20,0.000,523,523,523,110.306,110.502,11
21,0.000,424,424,424,124.217,113.833,11
22,0.000,394,394,394,127.940,88.558,11
23,0.000,412,412,412,115.596,89.734,11
24,0.000,545,545,545,101.686,86.207,11
25,0.000,650,650,650,108.347,62.304,11
26,0.000,531,531,531,119.907,62.108,11
27,0.000,298,298,298,133.817,65.047,11
28,0.000,598,598,598,137.540,41.536,11
29,0.000,378,378,378,124.805,42.124,11
30,0.000,484,484,484,112.266,41.144,11
31,0.000,186,186,186,116.576,35.854,11
32,0.000,592,592,592,126.176,36.638,11
33,0.000,445,445,445,138.520,38.597,11
34,0.000,455,455,455,140.479,15.870,11
35,0.000,373,373,373,127.940,18.025,11
36,0.000,444,444,444,112.266,16.654,11
