 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,191,191,191,141.850,225.315,11
2,0.000,288,288,288,154.390,217.282,11
3,0.000,208,208,208,167.517,211.600,11
4,0.000,381,381,381,162.227,188.089,11
5,0.000,243,243,243,147.140,195.338,11
6,0.000,279,279,279,131.270,202.391,11
7,0.000,142,142,142,125.784,199.844,11
8,0.000,211,211,211,140.871,193.183,11
9,0.000,142,142,142,153.214,191.028,11
10,0.000,201,201,201,152.626,162.423,11
11,0.000,196,196,196,138.128,167.713,11
12,0.000,132,132,132,120.690,172.023,11
13,0.000,132,132,132,118.927,158.504,11
14,0.000,245,245,245,133.621,155.957,11
15,0.000,249,249,249,151.843,156.741,11
16,0.000,277,277,277,153.802,128.136,11
17,0.000,189,189,189,135.777,130.683,11
18,0.000,94,94,94,115.400,131.662,11
19,0.000,194,194,194,120.103,119.319,11
20,0.000,263,263,263,136.364,119.515,11
21,0.000,217,217,217,155.565,122.650,11
22,0.000,185,185,185,158.700,95.220,11
23,0.000,183,183,183,141.850,95.612,11
24,0.000,189,189,189,123.041,91.889,11
25,0.000,141,141,141,127.940,81.701,11
26,0.000,230,230,230,142.830,84.640,11
27,0.000,251,251,251,160.463,91.889,11
28,0.000,225,225,225,169.084,64.460,11
29,0.000,306,306,306,152.430,61.521,11
30,0.000,132,132,132,136.560,56.427,11
31,0.000,126,126,126,141.850,49.765,11
32,0.000,323,323,323,153.802,53.684,11
33,0.000,178,178,178,170.455,61.913,11
34,0.000,271,271,271,180.840,36.246,11
35,0.000,333,333,333,166.733,31.544,11
36,0.000,135,135,135,148.120,28.213,11
37,0.000,143,143,143,150.471,19.789,11
38,0.000,188,188,188,165.949,25.862,11
39,0.000,267,267,267,183.387,32.524,11
40,0.000,279,279,279,189.656,5.682,11
41,0.000,208,208,208,176.137,2.939,11
42,0.000,108,108,108,158.308,0.000,11
