 ,Area,Mean,Min,Max,X,Y
1,0.000,216,216,216,136.400,186.264
2,0.000,409,409,409,146.877,180.055
3,0.000,598,598,598,158.907,178.309
4,0.000,754,754,754,151.922,156.966
5,0.000,283,283,283,140.668,163.757
6,0.000,463,463,463,125.146,163.563
7,0.000,542,542,542,122.236,150.757
8,0.000,564,564,564,137.564,146.101
9,0.000,540,540,540,150.757,150.175
10,0.000,512,512,512,153.086,125.534
11,0.000,417,417,417,139.116,126.504
12,0.000,461,461,461,122.624,125.922
13,0.000,434,434,434,125.534,114.475
14,0.000,433,433,433,140.668,114.281
15,0.000,342,342,342,155.802,117.967
16,0.000,444,444,444,159.683,91.386
17,0.000,422,422,422,143.773,92.356
18,0.000,375,375,375,130.773,88.281
19,0.000,517,517,517,132.519,81.102
20,0.000,373,373,373,147.265,81.491
21,0.000,724,724,724,161.235,86.147
22,0.000,457,457,457,165.115,58.596
23,0.000,540,540,540,149.205,59.178
24,0.000,305,305,305,132.907,57.237
25,0.000,336,336,336,136.594,48.700
26,0.000,533,533,533,150.175,49.476
27,0.000,452,452,452,165.891,52.387
28,0.000,358,358,358,168.220,27.358
29,0.000,525,525,525,152.892,27.164
30,0.000,229,229,229,137.952,24.835
