 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,334,334,334,119.123,205.330,9
2,0.000,536,536,536,132.838,197.297,9
3,0.000,200,200,200,148.316,194.750,9
4,0.000,514,514,514,144.201,172.807,9
5,0.000,366,366,366,128.919,175.158,9
6,0.000,341,341,341,111.678,180.252,9
7,0.000,376,376,376,107.759,165.753,9
8,0.000,393,393,393,123.041,162.423,9
9,0.000,231,231,231,140.479,164.186,9
10,0.000,486,486,486,139.107,139.499,9
11,0.000,301,301,301,124.413,143.810,9
12,0.000,181,181,181,108.739,147.336,9
13,0.000,367,367,367,106.976,133.426,9
14,0.000,319,319,319,122.454,133.817,9
15,0.000,203,203,203,138.324,134.797,9
16,0.000,387,387,387,140.479,109.718,9
17,0.000,427,427,427,124.609,110.110,9
18,0.000,303,303,303,108.935,108.739,9
19,0.000,240,240,240,108.739,98.747,9
20,0.000,351,351,351,124.021,100.118,9
21,0.000,381,381,381,141.654,103.449,9
22,0.000,318,318,318,144.985,76.607,9
23,0.000,455,455,455,130.683,76.019,9
24,0.000,315,315,315,115.204,74.060,9
25,0.000,251,251,251,117.360,65.439,9
26,0.000,516,516,516,130.878,65.439,9
27,0.000,416,416,416,145.573,69.554,9
28,0.000,308,308,308,149.491,43.496,9
29,0.000,398,398,398,134.993,43.104,9
30,0.000,223,223,223,120.886,40.361,9
31,0.000,177,177,177,122.846,33.895,9
32,0.000,366,366,366,136.168,33.503,9
33,0.000,436,436,436,149.687,37.030,9
34,0.000,376,376,376,152.822,13.715,9
35,0.000,220,220,220,140.087,12.147,9
36,0.000,104,104,104,127.548,9.013,9
