 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,533,533,533,112.047,217.764,10
2,0.000,500,500,500,119.855,208.480,10
3,0.000,384,384,384,132.304,201.938,10
4,0.000,454,454,454,120.277,184.002,10
5,0.000,323,323,323,110.359,189.700,10
6,0.000,348,348,348,98.754,196.874,10
7,0.000,362,362,362,89.047,186.957,10
8,0.000,400,400,400,100.020,182.525,10
9,0.000,380,380,380,113.313,179.149,10
10,0.000,353,353,353,106.983,156.993,10
11,0.000,399,399,399,96.643,161.002,10
12,0.000,378,378,378,83.561,164.167,10
13,0.000,198,198,198,81.240,151.296,10
14,0.000,215,215,215,92.845,150.029,10
15,0.000,279,279,279,107.194,149.818,10
16,0.000,281,281,281,106.983,127.029,10
17,0.000,357,357,357,94.111,128.084,10
18,0.000,274,274,274,81.029,127.873,10
19,0.000,232,232,232,83.139,117.112,10
20,0.000,322,322,322,94.744,117.323,10
21,0.000,301,301,301,109.726,120.277,10
22,0.000,242,242,242,112.680,96.432,10
23,0.000,292,292,292,99.809,96.432,10
24,0.000,301,301,301,88.625,93.267,10
25,0.000,217,217,217,91.579,84.827,10
26,0.000,361,361,361,102.552,86.304,10
27,0.000,286,286,286,115.213,91.157,10
28,0.000,377,377,377,124.708,67.524,10
29,0.000,490,490,490,109.515,66.258,10
30,0.000,278,278,278,97.910,62.038,10
31,0.000,329,329,329,102.552,54.652,10
32,0.000,351,351,351,112.258,57.184,10
33,0.000,383,383,383,127.029,62.249,10
34,0.000,437,437,437,135.681,39.037,10
35,0.000,464,464,464,121.332,38.193,10
36,0.000,349,349,349,106.350,34.817,10
37,0.000,243,243,243,112.891,24.688,10
38,0.000,270,270,270,123.020,30.386,10
39,0.000,384,384,384,138.213,35.661,10
40,0.000,605,605,605,147.075,16.037,10
41,0.000,449,449,449,133.360,12.872,10
42,0.000,328,328,328,119.222,10.551,10
