 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,513,513,513,129.115,202.000,8
2,0.000,313,313,313,142.634,191.615,8
3,0.000,331,331,331,159.484,180.252,8
4,0.000,522,522,522,147.336,161.051,8
5,0.000,409,409,409,133.034,172.415,8
6,0.000,309,309,309,117.164,179.664,8
7,0.000,399,399,399,110.306,172.023,8
8,0.000,472,472,472,124.413,162.423,8
9,0.000,362,362,362,140.675,156.349,8
10,0.000,300,300,300,130.291,130.878,8
11,0.000,418,418,418,116.968,139.695,8
12,0.000,256,256,256,100.314,144.005,8
13,0.000,214,214,214,94.436,132.642,8
14,0.000,253,253,253,112.657,129.115,8
15,0.000,349,349,349,126.372,118.143,8
16,0.000,212,212,212,118.339,105.800,8
17,0.000,225,225,225,107.563,112.266,8
18,0.000,212,212,212,93.457,114.225,8
19,0.000,108,108,108,81.897,102.273,8
20,0.000,248,248,248,97.963,97.179,8
21,0.000,351,351,351,114.421,96.983,8
22,0.000,231,231,231,113.833,69.554,8
23,0.000,249,249,249,98.159,73.668,8
24,0.000,182,182,182,81.505,71.513,8
25,0.000,166,166,166,85.424,61.913,8
26,0.000,273,273,273,98.943,60.737,8
27,0.000,309,309,309,115.204,65.243,8
28,0.000,435,435,435,118.143,38.989,8
29,0.000,377,377,377,104.428,38.401,8
30,0.000,266,266,266,90.322,33.111,8
31,0.000,159,159,159,93.065,25.666,8
32,0.000,254,254,254,106.584,27.038,8
33,0.000,387,387,387,120.494,32.328,8
34,0.000,586,586,586,128.331,9.209,8
35,0.000,452,452,452,115.400,7.641,8
36,0.000,330,330,330,101.294,0.980,8
