 ,Area,Mean,Min,Max,X,Y
1,0.000,272,272,272,97.401,212.263
2,0.000,472,472,472,109.624,206.637
3,0.000,303,303,303,123.594,203.532
4,0.000,261,261,261,117.967,179.861
5,0.000,274,274,274,104.774,184.518
6,0.000,281,281,281,88.669,188.592
7,0.000,202,202,202,88.669,178.309
8,0.000,239,239,239,103.027,176.563
9,0.000,342,342,342,115.251,175.011
10,0.000,171,171,171,116.803,153.086
11,0.000,257,257,257,102.833,153.668
12,0.000,243,243,243,90.610,155.220
13,0.000,168,168,168,90.028,144.355
14,0.000,249,249,249,102.445,144.161
15,0.000,290,290,290,113.117,145.713
16,0.000,298,298,298,120.684,125.922
17,0.000,442,442,442,109.236,122.042
18,0.000,278,278,278,94.684,121.460
19,0.000,153,153,153,93.326,112.923
20,0.000,221,221,221,107.102,113.311
21,0.000,258,258,258,119.131,116.027
22,0.000,280,280,280,123.594,90.222
23,0.000,394,394,394,111.176,91.192
24,0.000,177,177,177,96.042,88.669
25,0.000,155,155,155,97.595,78.386
26,0.000,339,339,339,112.729,81.102
27,0.000,379,379,379,124.952,84.595
28,0.000,299,299,299,129.997,59.178
29,0.000,427,427,427,116.609,59.566
30,0.000,241,241,241,102.833,56.073
31,0.000,240,240,240,106.714,47.924
32,0.000,237,237,237,119.713,50.641
33,0.000,264,264,264,130.579,54.133
34,0.000,376,376,376,135.818,30.462
35,0.000,322,322,322,123.400,29.880
36,0.000,259,259,259,110.400,27.358
37,0.000,156,156,156,112.535,19.791
38,0.000,165,165,165,125.534,22.507
39,0.000,334,334,334,136.206,25.611
40,0.000,395,395,395,144.937,5.627
41,0.000,352,352,352,132.131,2.134
42,0.000,445,445,445,116.221,1.164
