 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,232,232,232,96.992,199.065,9
2,0.000,338,338,338,112.481,192.717,9
3,0.000,232,232,232,124.414,193.225,9
4,0.000,268,268,268,121.113,167.326,9
5,0.000,290,290,290,107.402,169.104,9
6,0.000,267,267,267,92.422,171.897,9
7,0.000,159,159,159,92.676,159.455,9
8,0.000,510,510,510,108.926,159.709,9
9,0.000,216,216,216,122.637,161.486,9
10,0.000,273,273,273,124.668,134.826,9
11,0.000,371,371,371,109.434,134.572,9
12,0.000,355,355,355,95.723,134.318,9
13,0.000,147,147,147,97.246,124.923,9
14,0.000,251,251,251,113.496,126.447,9
15,0.000,223,223,223,126.953,130.256,9
16,0.000,319,319,319,132.793,102.326,9
17,0.000,427,427,427,116.289,101.564,9
18,0.000,224,224,224,103.086,99.279,9
19,0.000,150,150,150,106.387,89.630,9
20,0.000,320,320,320,120.859,92.423,9
21,0.000,244,244,244,133.047,97.755,9
22,0.000,343,343,343,141.934,70.333,9
23,0.000,317,317,317,127.969,69.063,9
24,0.000,233,233,233,113.242,68.809,9
25,0.000,310,310,310,115.527,62.462,9
26,0.000,462,462,462,131.270,65.763,9
27,0.000,368,368,368,143.965,68.048,9
28,0.000,152,152,152,144.727,40.118,9
29,0.000,402,402,402,132.285,41.133,9
30,0.000,332,332,332,116.289,41.133,9
31,0.000,201,201,201,118.320,35.293,9
32,0.000,370,370,370,132.031,35.293,9
33,0.000,222,222,222,146.758,37.325,9
34,0.000,150,150,150,148.027,10.156,9
35,0.000,325,325,325,136.856,11.680,9
36,0.000,356,356,356,121.113,11.172,9
