 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,174,174,174,173.896,254.472,6
2,0.000,143,143,143,187.189,245.790,6
3,0.000,23,23,23,203.195,241.721,6
4,0.000,148,148,148,193.700,220.831,6
5,0.000,271,271,271,182.306,225.172,6
6,0.000,209,209,209,167.114,228.699,6
7,0.000,239,239,239,158.704,221.103,6
8,0.000,220,220,220,173.082,217.305,6
9,0.000,252,252,252,186.918,217.847,6
10,0.000,174,174,174,189.088,192.617,6
11,0.000,316,316,316,173.625,194.245,6
12,0.000,182,182,182,157.076,193.974,6
13,0.000,214,214,214,158.161,186.106,6
14,0.000,325,325,325,172.540,186.106,6
15,0.000,252,252,252,186.375,189.090,6
16,0.000,303,303,303,191.530,165.488,6
17,0.000,233,233,233,177.151,164.403,6
18,0.000,344,344,344,160.603,160.876,6
19,0.000,273,273,273,166.029,151.652,6
20,0.000,239,239,239,179.864,154.636,6
21,0.000,165,165,165,192.615,159.520,6
22,0.000,206,206,206,201.296,136.460,6
23,0.000,312,312,312,188.546,135.103,6
24,0.000,270,270,270,173.896,128.592,6
25,0.000,173,173,173,178.508,120.182,6
26,0.000,291,291,291,189.902,123.166,6
27,0.000,285,285,285,204.280,130.220,6
28,0.000,47,47,47,214.318,107.974,6
29,0.000,280,280,280,201.025,104.990,6
30,0.000,174,174,174,187.460,97.665,6
31,0.000,149,149,149,194.243,91.425,6
32,0.000,182,182,182,204.009,96.580,6
33,0.000,371,371,371,218.387,102.277,6
34,0.000,218,218,218,229.781,83.287,6
35,0.000,197,197,197,216.760,78.675,6
36,0.000,239,239,239,202.381,73.520,6
37,0.000,187,187,187,207.536,68.094,6
38,0.000,173,173,173,219.473,72.164,6
39,0.000,144,144,144,234.122,77.047,6
40,0.000,167,167,167,242.532,58.056,6
41,0.000,136,136,136,231.952,53.716,6
42,0.000,129,129,129,218.387,52.631,6
