 ,Area,Mean,Min,Max,X,Y
1,0.000,397,397,397,127.669,209.935
2,0.000,899,899,899,139.310,198.876
3,0.000,404,404,404,151.146,190.533
4,0.000,638,638,638,140.862,172.488
5,0.000,725,725,725,129.027,178.309
6,0.000,495,495,495,115.639,185.876
7,0.000,401,401,401,110.594,173.458
8,0.000,437,437,437,123.012,168.996
9,0.000,671,671,671,136.400,166.862
10,0.000,422,422,422,134.071,144.161
11,0.000,474,474,474,121.654,147.265
12,0.000,545,545,545,106.908,150.563
13,0.000,234,234,234,108.460,136.400
14,0.000,399,399,399,122.430,136.012
15,0.000,592,592,592,135.430,138.340
16,0.000,481,481,481,137.176,114.281
17,0.000,476,476,476,122.624,115.251
18,0.000,462,462,462,111.564,114.087
19,0.000,235,235,235,113.505,103.609
20,0.000,476,476,476,125.340,104.774
21,0.000,389,389,389,138.728,109.430
22,0.000,372,372,372,143.579,84.013
23,0.000,333,333,333,131.549,84.207
24,0.000,582,582,582,118.549,80.908
25,0.000,349,349,349,121.848,72.565
26,0.000,558,558,558,133.295,74.506
27,0.000,407,407,407,144.937,79.162
28,0.000,379,379,379,150.563,55.297
29,0.000,555,555,555,137.758,53.939
30,0.000,540,540,540,126.892,50.835
31,0.000,331,331,331,128.639,44.432
32,0.000,510,510,510,139.698,45.984
33,0.000,499,499,499,152.310,50.641
34,0.000,444,444,444,158.518,29.492
35,0.000,500,500,500,144.161,27.358
36,0.000,368,368,368,132.713,23.089
37,0.000,296,296,296,135.430,18.626
38,0.000,384,384,384,147.265,20.761
39,0.000,378,378,378,159.295,24.059
40,0.000,479,479,479,163.951,4.075
41,0.000,443,443,443,152.698,3.104
42,0.000,263,263,263,140.474,0.970
