 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,177,177,177,181.492,263.151,9
2,0.000,146,146,146,194.785,262.066,9
3,0.000,64,64,64,207.536,260.981,9
4,0.000,238,238,238,207.265,239.278,9
5,0.000,207,207,207,195.057,239.007,9
6,0.000,138,138,138,180.407,239.549,9
7,0.000,14,14,14,179.864,231.682,9
8,0.000,250,250,250,194.785,229.511,9
9,0.000,146,146,146,208.892,230.597,9
10,0.000,226,226,226,211.334,205.909,9
11,0.000,378,378,378,197.498,207.266,9
12,0.000,231,231,231,183.391,204.553,9
13,0.000,62,62,62,186.104,197.228,9
14,0.000,474,474,474,198.583,196.685,9
15,0.000,409,409,409,212.690,198.856,9
16,0.000,260,260,260,216.488,175.796,9
17,0.000,302,302,302,202.381,176.339,9
18,0.000,252,252,252,189.359,173.626,9
19,0.000,298,298,298,190.173,166.843,9
20,0.000,363,363,363,203.466,166.572,9
21,0.000,249,249,249,217.031,168.742,9
22,0.000,345,345,345,218.387,145.140,9
23,0.000,445,445,445,206.993,145.683,9
24,0.000,318,318,318,192.886,143.784,9
25,0.000,97,97,97,193.158,136.730,9
26,0.000,226,226,226,205.637,136.459,9
27,0.000,92,92,92,218.659,138.901,9
28,0.000,369,369,369,221.100,116.926,9
29,0.000,357,357,357,209.977,117.197,9
30,0.000,196,196,196,196.684,113.671,9
31,0.000,293,293,293,196.956,107.973,9
32,0.000,409,409,409,208.892,108.245,9
33,0.000,202,202,202,223.271,110.686,9
34,0.000,305,305,305,225.441,90.882,9
35,0.000,273,273,273,212.419,90.611,9
36,0.000,326,326,326,200.211,87.355,9
37,0.000,185,185,185,201.296,81.658,9
38,0.000,156,156,156,212.419,82.744,9
39,0.000,151,151,151,225.712,85.999,9
40,0.000,201,201,201,229.781,66.737,9
41,0.000,221,221,221,218.930,65.652,9
42,0.000,187,187,187,206.179,62.125,9
