 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,395,395,395,89.538,228.254,9
2,0.000,237,237,237,99.726,220.025,9
3,0.000,299,299,299,112.853,214.735,9
4,0.000,320,320,320,104.820,192.595,9
5,0.000,257,257,257,92.673,197.885,9
6,0.000,316,316,316,78.370,206.310,9
7,0.000,251,251,251,74.844,189.460,9
8,0.000,348,348,348,89.146,186.717,9
9,0.000,273,273,273,103.645,185.934,9
10,0.000,301,301,301,100.510,163.598,9
11,0.000,337,337,337,88.167,164.186,9
12,0.000,191,191,191,72.884,165.557,9
13,0.000,193,193,193,75.823,152.822,9
14,0.000,339,339,339,89.734,152.822,9
15,0.000,172,172,172,102.861,156.937,9
16,0.000,381,381,381,109.131,133.230,9
17,0.000,304,304,304,96.004,131.270,9
18,0.000,264,264,264,83.073,128.527,9
19,0.000,226,226,226,86.991,119.123,9
20,0.000,301,301,301,97.963,121.278,9
21,0.000,237,237,237,111.286,126.764,9
22,0.000,316,316,316,118.927,102.861,9
23,0.000,343,343,343,106.192,100.706,9
24,0.000,247,247,247,95.024,98.159,9
25,0.000,126,126,126,97.963,87.579,9
26,0.000,336,336,336,108.739,90.322,9
27,0.000,348,348,348,121.474,95.612,9
28,0.000,385,385,385,131.270,73.864,9
29,0.000,403,403,403,118.731,70.337,9
30,0.000,229,229,229,106.192,67.986,9
31,0.000,242,242,242,108.739,58.582,9
32,0.000,342,342,342,120.494,62.500,9
33,0.000,259,259,259,133.817,68.770,9
34,0.000,345,345,345,141.850,46.043,9
35,0.000,348,348,348,129.311,43.104,9
36,0.000,248,248,248,116.576,40.361,9
37,0.000,163,163,163,120.690,33.699,9
38,0.000,291,291,291,130.683,35.854,9
39,0.000,221,221,221,143.614,40.753,9
40,0.000,288,288,288,150.079,19.201,9
41,0.000,307,307,307,139.303,17.829,9
42,0.000,238,238,238,129.703,15.870,9
