 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,278,278,278,124.217,219.045,10
2,0.000,447,447,447,132.838,213.755,10
3,0.000,318,318,318,145.769,211.796,10
4,0.000,346,346,346,141.850,185.542,10
5,0.000,352,352,352,130.683,189.460,10
6,0.000,323,323,323,117.360,190.832,10
7,0.000,179,179,179,117.947,180.840,10
8,0.000,286,286,286,129.311,178.293,10
9,0.000,291,291,291,142.046,180.056,10
10,0.000,343,343,343,145.377,152.822,10
11,0.000,228,228,228,133.034,154.585,10
12,0.000,288,288,288,118.339,152.430,10
13,0.000,312,312,312,121.670,144.593,10
14,0.000,332,332,332,133.426,144.789,10
15,0.000,230,230,230,146.553,148.904,10
16,0.000,211,211,211,153.018,125.001,10
17,0.000,235,235,235,140.479,123.433,10
18,0.000,204,204,204,127.156,122.258,10
19,0.000,208,208,208,132.446,116.184,10
20,0.000,310,310,310,142.242,118.143,10
21,0.000,325,325,325,152.234,119.711,10
22,0.000,438,438,438,160.267,95.220,10
23,0.000,292,292,292,147.924,94.828,10
24,0.000,313,313,313,135.777,91.693,10
25,0.000,154,154,154,137.148,84.444,10
26,0.000,481,481,481,148.708,85.032,10
27,0.000,493,493,493,160.855,89.342,10
28,0.000,345,345,345,166.929,63.676,10
29,0.000,435,435,435,155.565,63.480,10
30,0.000,256,256,256,144.201,60.345,10
31,0.000,188,188,188,146.357,52.900,10
32,0.000,389,389,389,158.308,53.880,10
33,0.000,315,315,315,168.692,59.170,10
34,0.000,353,353,353,177.313,35.267,10
35,0.000,401,401,401,166.145,34.679,10
36,0.000,239,239,239,155.565,32.720,10
37,0.000,268,268,268,153.998,28.801,10
38,0.000,319,319,319,165.361,29.193,10
39,0.000,395,395,395,177.509,30.369,10
40,0.000,273,273,273,179.076,8.033,10
41,0.000,266,266,266,167.517,9.404,10
42,0.000,267,267,267,158.504,8.425,10
