 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,82,82,82,118.860,246.105,10
2,0.000,120,120,120,133.079,235.896,10
3,0.000,71,71,71,145.475,226.781,10
4,0.000,185,185,185,133.808,208.551,10
5,0.000,268,268,268,120.318,214.020,10
6,0.000,257,257,257,105.734,224.229,10
7,0.000,77,77,77,103.911,214.020,10
8,0.000,200,200,200,118.130,208.551,10
9,0.000,332,332,332,135.267,201.624,10
10,0.000,187,187,187,129.798,180.112,10
11,0.000,199,199,199,114.120,184.488,10
12,0.000,231,231,231,96.984,187.040,10
13,0.000,290,290,290,98.807,179.748,10
14,0.000,493,493,493,114.120,176.466,10
15,0.000,254,254,254,131.621,175.737,10
16,0.000,185,185,185,130.162,150.944,10
17,0.000,250,250,250,115.943,152.767,10
18,0.000,236,236,236,98.807,153.132,10
19,0.000,81,81,81,102.817,143.652,10
20,0.000,221,221,221,118.130,142.923,10
21,0.000,39,39,39,133.444,145.475,10
22,0.000,88,88,88,137.819,118.130,10
23,0.000,257,257,257,123.964,117.766,10
24,0.000,352,352,352,106.099,114.849,10
25,0.000,95,95,95,107.557,108.286,10
26,0.000,184,184,184,122.141,109.745,10
27,0.000,127,127,127,140.006,113.391,10
28,0.000,178,178,178,147.298,87.139,10
29,0.000,283,283,283,132.714,84.587,10
30,0.000,158,158,158,116.672,79.118,10
31,0.000,173,173,173,119.224,72.191,10
32,0.000,165,165,165,133.444,77.295,10
33,0.000,99,99,99,148.757,82.400,10
34,0.000,189,189,189,156.049,56.148,10
35,0.000,228,228,228,141.829,53.232,10
36,0.000,242,242,242,127.610,49.950,10
37,0.000,107,107,107,129.433,44.117,10
38,0.000,308,308,308,143.288,46.304,10
39,0.000,62,62,62,157.507,51.409,10
40,0.000,445,445,445,162.976,27.345,10
41,0.000,284,284,284,151.309,25.157,10
42,0.000,97,97,97,136.725,21.511,10
