 ,Area,Mean,Min,Max,X,Y
1,0.000,224,224,224,93.132,185.682
2,0.000,368,368,368,107.102,182.966
3,0.000,329,329,329,118.937,179.861
4,0.000,292,292,292,116.997,159.877
5,0.000,290,290,290,103.221,161.817
6,0.000,363,363,363,89.640,164.145
7,0.000,193,193,193,90.416,152.310
8,0.000,301,301,301,103.415,150.369
9,0.000,316,316,316,118.355,152.310
10,0.000,107,107,107,123.594,132.131
11,0.000,280,280,280,107.878,129.997
12,0.000,277,277,277,92.938,132.907
13,0.000,204,204,204,95.460,119.131
14,0.000,391,391,391,108.848,119.325
15,0.000,378,378,378,123.012,121.848
16,0.000,327,327,327,126.504,101.087
17,0.000,245,245,245,112.729,97.401
18,0.000,278,278,278,97.207,96.430
19,0.000,148,148,148,99.341,86.147
20,0.000,270,270,270,114.475,87.505
21,0.000,398,398,398,128.057,89.446
22,0.000,214,214,214,132.713,69.073
23,0.000,346,346,346,118.937,65.774
24,0.000,294,294,294,105.744,63.834
25,0.000,291,291,291,108.072,54.327
26,0.000,360,360,360,120.102,56.073
27,0.000,402,402,402,132.325,59.372
28,0.000,495,495,495,136.400,38.223
29,0.000,439,439,439,125.340,36.283
30,0.000,276,276,276,111.176,34.148
31,0.000,262,262,262,112.729,26.387
32,0.000,372,372,372,124.758,27.358
33,0.000,328,328,328,136.788,31.044
34,0.000,303,303,303,142.220,9.313
35,0.000,249,249,249,127.280,6.985
36,0.000,207,207,207,115.833,5.627
