 ,Area,Mean,Min,Max,X,Y
1,0.000,218,218,218,110.982,231.472
2,0.000,311,311,311,123.982,220.801
3,0.000,279,279,279,135.430,213.816
4,0.000,201,201,201,125.534,197.129
5,0.000,384,384,384,114.669,202.756
6,0.000,246,246,246,100.893,208.965
7,0.000,308,308,308,93.520,196.935
8,0.000,266,266,266,106.132,191.503
9,0.000,242,242,242,120.684,191.891
10,0.000,269,269,269,120.490,169.190
11,0.000,241,241,241,107.684,169.966
12,0.000,215,215,215,91.774,173.070
13,0.000,142,142,142,91.968,160.071
14,0.000,217,217,217,105.938,158.713
15,0.000,168,168,168,122.042,161.235
16,0.000,175,175,175,124.176,137.370
17,0.000,242,242,242,110.594,137.952
18,0.000,237,237,237,97.789,136.594
19,0.000,240,240,240,100.311,124.952
20,0.000,258,258,258,114.087,127.280
21,0.000,188,188,188,129.221,131.549
22,0.000,205,205,205,133.683,107.490
23,0.000,211,211,211,118.161,106.908
24,0.000,197,197,197,104.191,104.580
25,0.000,123,123,123,108.072,94.684
26,0.000,282,282,282,122.042,96.430
27,0.000,210,210,210,135.818,101.863
28,0.000,238,238,238,141.638,77.416
29,0.000,225,225,225,127.474,76.834
30,0.000,172,172,172,114.669,73.536
31,0.000,268,268,268,117.579,66.357
32,0.000,307,307,307,131.161,68.491
33,0.000,222,222,222,142.802,73.730
34,0.000,301,301,301,149.593,51.417
35,0.000,241,241,241,136.788,50.058
36,0.000,224,224,224,123.400,47.148
37,0.000,212,212,212,127.668,42.103
38,0.000,271,271,271,140.474,41.715
39,0.000,232,232,232,152.504,46.178
40,0.000,242,242,242,154.638,25.029
41,0.000,239,239,239,142.802,25.999
42,0.000,242,242,242,130.773,22.701
43,0.000,194,194,194,133.295,17.074
44,0.000,239,239,239,145.325,18.432
45,0.000,276,276,276,155.414,22.119
46,0.000,294,294,294,163.951,7.373
47,0.000,204,204,204,152.504,1.940
48,0.000,173,173,173,140.668,0.194
