 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,236,236,236,122.454,225.707,11
2,0.000,282,282,282,132.642,222.768,11
3,0.000,100,100,100,143.222,221.788,11
4,0.000,367,367,367,139.303,203.175,11
5,0.000,150,150,150,128.723,204.351,11
6,0.000,172,172,172,116.184,207.877,11
7,0.000,200,200,200,107.759,203.567,11
8,0.000,184,184,184,119.319,197.689,11
9,0.000,234,234,234,130.878,196.905,11
10,0.000,154,154,154,125.980,174.374,11
11,0.000,224,224,224,116.576,176.137,11
12,0.000,198,198,198,104.233,179.076,11
13,0.000,250,250,250,104.624,173.982,11
14,0.000,131,131,131,114.813,171.827,11
15,0.000,152,152,152,127.156,170.064,11
16,0.000,104,104,104,127.940,145.181,11
17,0.000,197,197,197,117.164,146.357,11
18,0.000,123,123,123,105.800,148.708,11
19,0.000,145,145,145,106.780,143.026,11
20,0.000,184,184,184,117.947,142.438,11
21,0.000,86,86,86,130.878,142.438,11
22,0.000,111,111,111,130.487,115.204,11
23,0.000,226,226,226,119.711,118.339,11
24,0.000,173,173,173,105.604,118.731,11
25,0.000,210,210,210,108.151,108.347,11
26,0.000,202,202,202,117.947,109.523,11
27,0.000,304,304,304,130.487,110.110,11
28,0.000,187,187,187,133.621,83.856,11
29,0.000,201,201,201,122.062,84.444,11
30,0.000,305,305,305,108.347,82.877,11
31,0.000,216,216,216,110.894,75.040,11
32,0.000,313,313,313,121.474,76.019,11
33,0.000,117,117,117,135.581,78.566,11
34,0.000,124,124,124,138.911,53.488,11
35,0.000,200,200,200,126.960,53.684,11
36,0.000,198,198,198,113.441,51.333,11
37,0.000,295,295,295,116.576,45.651,11
38,0.000,279,279,279,127.352,46.239,11
39,0.000,203,203,203,140.479,48.394,11
40,0.000,134,134,134,144.985,26.842,11
41,0.000,211,211,211,132.838,26.646,11
42,0.000,256,256,256,122.258,25.470,11
43,0.000,190,190,190,121.278,17.633,11
44,0.000,267,267,267,133.034,19.201,11
45,0.000,75,75,75,145.573,22.923,11
46,0.000,243,243,243,149.687,3.331,11
47,0.000,189,189,189,138.716,1.959,11
48,0.000,163,163,163,128.723,0.000,11
