 ,Area,Mean,Min,Max,X,Y
1,0.000,325,325,325,121.020,214.563
2,0.000,421,421,421,135.839,205.610
3,0.000,457,457,457,146.953,201.597
4,0.000,436,436,436,141.704,182.456
5,0.000,350,350,350,128.738,185.852
6,0.000,362,362,362,113.610,189.865
7,0.000,383,383,383,110.832,177.208
8,0.000,480,480,480,126.577,175.973
9,0.000,280,280,280,141.396,175.047
10,0.000,354,354,354,141.087,151.892
11,0.000,455,455,455,125.651,152.818
12,0.000,106,106,106,109.288,153.745
13,0.000,302,302,302,114.845,141.704
14,0.000,516,516,516,130.590,142.631
15,0.000,453,453,453,143.557,145.100
16,0.000,404,404,404,148.496,120.402
17,0.000,429,429,429,134.295,120.094
18,0.000,503,503,503,118.859,118.241
19,0.000,465,465,465,125.651,108.053
20,0.000,355,355,355,138.617,112.067
21,0.000,614,614,614,151.892,113.610
22,0.000,265,265,265,157.449,89.530
23,0.000,334,334,334,144.792,89.839
24,0.000,363,363,363,131.208,87.060
25,0.000,298,298,298,134.604,79.342
26,0.000,577,577,577,147.570,80.886
27,0.000,495,495,495,159.610,83.356
28,0.000,428,428,428,162.698,61.436
29,0.000,459,459,459,150.966,60.201
30,0.000,312,312,312,141.087,58.349
31,0.000,261,261,261,142.631,50.939
32,0.000,365,365,365,154.671,51.866
33,0.000,319,319,319,165.476,54.335
34,0.000,200,200,200,170.724,32.107
35,0.000,272,272,272,157.449,31.799
36,0.000,248,248,248,146.953,29.946
37,0.000,180,180,180,149.114,21.611
38,0.000,227,227,227,160.228,23.154
39,0.000,161,161,161,170.416,27.168
40,0.000,183,183,183,173.194,5.557
41,0.000,153,153,153,163.006,4.940
42,0.000,178,178,178,153.745,4.631
