 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,156,156,156,98.747,214.343,10
2,0.000,273,273,273,112.266,208.073,10
3,0.000,150,150,150,127.352,206.310,10
4,0.000,204,204,204,125.197,183.583,10
5,0.000,149,149,149,111.874,184.758,10
6,0.000,131,131,131,94.436,185.934,10
7,0.000,105,105,105,94.436,171.043,10
8,0.000,196,196,196,109.718,169.672,10
9,0.000,107,107,107,127.744,172.807,10
10,0.000,179,179,179,129.311,145.769,10
11,0.000,140,140,140,114.421,145.965,10
12,0.000,166,166,166,98.943,143.614,10
13,0.000,163,163,163,100.118,131.662,10
14,0.000,201,201,201,115.008,131.662,10
15,0.000,154,154,154,131.858,135.973,10
16,0.000,65,65,65,137.540,108.543,10
17,0.000,112,112,112,124.021,107.955,10
18,0.000,114,114,114,106.976,104.233,10
19,0.000,161,161,161,109.718,94.240,10
20,0.000,163,163,163,122.846,94.828,10
21,0.000,161,161,161,138.911,100.510,10
22,0.000,88,88,88,146.553,71.905,10
23,0.000,109,109,109,131.662,70.925,10
24,0.000,95,95,95,116.772,67.594,10
25,0.000,57,57,57,119.515,59.953,10
26,0.000,94,94,94,131.074,60.737,10
27,0.000,94,94,94,148.120,65.831,10
28,0.000,57,57,57,153.018,37.618,10
29,0.000,35,35,35,139.695,37.226,10
30,0.000,61,61,61,125.001,35.267,10
31,0.000,29,29,29,131.466,27.821,10
32,0.000,35,35,35,140.675,28.605,10
33,0.000,38,38,38,152.234,31.348,10
34,0.000,45,45,45,155.761,7.445,10
35,0.000,29,29,29,145.181,6.661,10
36,0.000,35,35,35,134.993,6.466,10
