 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,72,72,72,108.347,209.249,6
2,0.000,263,263,263,124.021,206.310,6
3,0.000,112,112,112,139.695,205.722,6
4,0.000,271,271,271,138.911,182.015,6
5,0.000,246,246,246,125.784,183.191,6
6,0.000,221,221,221,110.894,183.191,6
7,0.000,109,109,109,109.523,174.766,6
8,0.000,299,299,299,122.454,173.003,6
9,0.000,179,179,179,137.148,176.137,6
10,0.000,150,150,150,138.324,145.573,6
11,0.000,190,190,190,126.372,147.728,6
12,0.000,124,124,124,111.482,148.316,6
13,0.000,246,246,246,111.286,140.479,6
14,0.000,296,296,296,121.866,141.067,6
15,0.000,195,195,195,132.446,143.810,6
16,0.000,277,277,277,141.654,125.001,6
17,0.000,162,162,162,132.642,118.731,6
18,0.000,277,277,277,119.123,118.143,6
19,0.000,114,114,114,117.751,113.245,6
20,0.000,149,149,149,130.683,113.049,6
21,0.000,260,260,260,142.242,115.204,6
22,0.000,220,220,220,144.397,88.754,6
23,0.000,269,269,269,134.013,89.146,6
24,0.000,206,206,206,121.670,88.167,6
25,0.000,186,186,186,120.103,81.309,6
26,0.000,293,293,293,131.662,81.701,6
27,0.000,208,208,208,145.377,84.836,6
28,0.000,268,268,268,147.532,63.284,6
29,0.000,267,267,267,136.168,62.696,6
30,0.000,192,192,192,122.062,63.676,6
31,0.000,265,265,265,125.393,51.528,6
32,0.000,218,218,218,136.168,51.528,6
33,0.000,160,160,160,149.491,53.880,6
34,0.000,228,228,228,152.038,32.916,6
35,0.000,329,329,329,139.499,33.307,6
36,0.000,211,211,211,126.568,31.936,6
37,0.000,142,142,142,128.331,25.470,6
38,0.000,317,317,317,138.520,25.274,6
39,0.000,261,261,261,150.471,27.626,6
40,0.000,434,434,434,154.194,9.404,6
41,0.000,325,325,325,144.201,9.013,6
42,0.000,253,253,253,134.405,9.209,6
