 ,Area,Mean,Min,Max,X,Y
1,0.000,95,95,95,100.699,166.279
2,0.000,150,150,150,112.535,157.160
3,0.000,217,217,217,125.922,152.892
4,0.000,150,150,150,114.669,129.803
5,0.000,75,75,75,104.385,134.653
6,0.000,77,77,77,90.416,141.056
7,0.000,61,61,61,84.789,128.057
8,0.000,70,70,70,97.789,125.146
9,0.000,90,90,90,112.729,125.146
10,0.000,119,119,119,110.206,98.759
11,0.000,74,74,74,96.236,101.863
12,0.000,75,75,75,83.431,101.669
13,0.000,61,61,61,87.117,89.640
14,0.000,80,80,80,99.341,89.640
15,0.000,126,126,126,112.923,92.356
16,0.000,100,100,100,116.221,67.327
17,0.000,79,79,79,102.639,67.521
18,0.000,91,91,91,90.416,67.133
19,0.000,51,51,51,96.042,56.461
20,0.000,73,73,73,107.684,58.208
21,0.000,144,144,144,118.937,62.088
22,0.000,149,149,149,127.086,39.387
23,0.000,70,70,70,118.743,37.059
24,0.000,63,63,63,110.788,34.730
25,0.000,39,39,39,109.624,25.805
26,0.000,89,89,89,119.131,31.044
27,0.000,154,154,154,129.803,32.596
28,0.000,231,231,231,142.026,10.477
29,0.000,149,149,149,131.355,9.701
30,0.000,113,113,113,120.102,6.209
