 ,Area,Mean,Min,Max,X,Y
1,0.000,253,253,253,69.267,209.935
2,0.000,302,302,302,82.073,206.055
3,0.000,295,295,295,93.714,204.502
4,0.000,358,358,358,95.654,183.160
5,0.000,423,423,423,83.431,185.876
6,0.000,143,143,143,64.804,185.294
7,0.000,337,337,337,66.551,173.070
8,0.000,318,318,318,82.267,174.429
9,0.000,264,264,264,98.759,181.025
10,0.000,276,276,276,105.938,154.832
11,0.000,404,404,404,88.087,153.474
12,0.000,340,340,340,72.565,147.653
13,0.000,190,190,190,76.446,140.668
14,0.000,338,338,338,92.938,146.489
15,0.000,199,199,199,108.072,153.474
16,0.000,315,315,315,119.907,128.251
17,0.000,268,268,268,101.669,123.788
18,0.000,139,139,139,86.147,116.027
19,0.000,265,265,265,95.266,111.758
20,0.000,310,310,310,110.594,118.161
21,0.000,295,295,295,124.176,124.758
22,0.000,450,450,450,128.251,110.788
23,0.000,390,390,390,117.191,104.580
24,0.000,178,178,178,105.356,101.669
