 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,286,286,286,91.885,196.193,8
2,0.000,308,308,308,105.011,184.238,8
3,0.000,175,175,175,117.200,180.488,8
4,0.000,401,401,401,108.996,157.986,8
5,0.000,421,421,421,97.042,162.205,8
6,0.000,195,195,195,78.993,166.424,8
7,0.000,187,187,187,79.930,152.594,8
8,0.000,343,343,343,95.401,147.203,8
9,0.000,199,199,199,109.699,148.610,8
10,0.000,346,346,346,108.996,123.763,8
11,0.000,357,357,357,99.386,123.529,8
12,0.000,232,232,232,83.681,120.950,8
13,0.000,327,327,327,87.431,108.762,8
14,0.000,332,332,332,100.792,110.168,8
15,0.000,412,412,412,112.981,116.497,8
16,0.000,301,301,301,123.060,90.010,8
17,0.000,453,453,453,112.278,88.603,8
18,0.000,209,209,209,94.463,81.806,8
19,0.000,131,131,131,101.026,74.539,8
20,0.000,385,385,385,113.215,76.649,8
21,0.000,270,270,270,127.279,83.681,8
22,0.000,329,329,329,138.062,55.553,8
23,0.000,614,614,614,125.404,54.146,8
24,0.000,368,368,368,112.512,48.755,8
25,0.000,381,381,381,116.262,42.895,8
26,0.000,594,594,594,127.279,45.239,8
27,0.000,236,236,236,140.640,49.458,8
28,0.000,251,251,251,145.797,19.455,8
29,0.000,548,548,548,133.374,19.690,8
30,0.000,222,222,222,120.247,17.111,8
