 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,242,242,242,117.323,216.076,10
2,0.000,261,261,261,131.671,207.425,10
3,0.000,249,249,249,145.176,203.204,10
4,0.000,418,418,418,139.268,176.828,10
5,0.000,283,283,283,126.818,184.635,10
6,0.000,342,342,342,108.460,190.333,10
7,0.000,355,355,355,101.708,182.103,10
8,0.000,379,379,379,117.323,170.498,10
9,0.000,196,196,196,133.993,172.819,10
10,0.000,320,320,320,127.029,144.754,10
11,0.000,387,387,387,114.157,148.974,10
12,0.000,260,260,260,98.332,150.663,10
13,0.000,362,362,362,96.432,137.158,10
14,0.000,401,401,401,110.148,136.525,10
15,0.000,327,327,327,124.919,139.690,10
16,0.000,432,432,432,129.139,110.781,10
17,0.000,378,378,378,113.946,114.368,10
18,0.000,347,347,347,99.809,109.515,10
19,0.000,312,312,312,100.020,102.552,10
20,0.000,419,419,419,115.213,102.763,10
21,0.000,334,334,334,127.451,105.506,10
22,0.000,355,355,355,134.626,77.652,10
23,0.000,408,408,408,120.488,77.652,10
24,0.000,355,355,355,106.561,73.643,10
25,0.000,282,282,282,110.359,64.570,10
26,0.000,328,328,328,122.387,66.891,10
27,0.000,270,270,270,136.736,71.744,10
28,0.000,416,416,416,142.855,43.468,10
29,0.000,500,500,500,129.983,41.569,10
30,0.000,545,545,545,118.167,37.771,10
31,0.000,384,384,384,119.433,29.964,10
32,0.000,379,379,379,131.460,32.496,10
33,0.000,363,363,363,145.387,36.927,10
34,0.000,369,369,369,156.149,10.762,10
35,0.000,496,496,496,142.011,8.440,10
36,0.000,431,431,431,127.029,4.853,10
