 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,400,400,400,109.011,204.820,12
2,0.000,347,347,347,122.214,199.403,12
3,0.000,379,379,379,134.063,192.293,12
4,0.000,475,475,475,128.985,169.949,12
5,0.000,547,547,547,117.474,174.351,12
6,0.000,537,537,537,99.531,175.705,12
7,0.000,177,177,177,97.500,168.595,12
8,0.000,300,300,300,113.073,165.210,12
9,0.000,158,158,158,130.677,165.887,12
10,0.000,292,292,292,128.985,137.111,12
11,0.000,426,426,426,113.750,140.496,12
12,0.000,356,356,356,97.162,138.803,12
13,0.000,192,192,192,96.146,132.710,12
14,0.000,374,374,374,112.396,130.001,12
15,0.000,540,540,540,128.646,134.402,12
16,0.000,514,514,514,130.339,106.303,12
17,0.000,351,351,351,114.427,106.303,12
18,0.000,443,443,443,99.870,102.579,12
19,0.000,239,239,239,104.271,94.115,12
20,0.000,251,251,251,115.443,94.454,12
21,0.000,266,266,266,131.354,102.240,12
22,0.000,388,388,388,140.495,77.527,12
23,0.000,408,408,408,126.276,76.173,12
24,0.000,282,282,282,115.104,69.740,12
25,0.000,377,377,377,118.490,62.969,12
26,0.000,502,502,502,133.047,70.417,12
27,0.000,315,315,315,146.589,77.188,12
28,0.000,491,491,491,157.083,53.152,12
29,0.000,577,577,577,141.849,49.766,12
30,0.000,369,369,369,130.339,45.365,12
31,0.000,222,222,222,132.370,42.657,12
32,0.000,424,424,424,147.604,45.365,12
33,0.000,251,251,251,160.469,50.443,12
34,0.000,268,268,268,169.271,24.714,12
35,0.000,397,397,397,153.021,23.698,12
36,0.000,396,396,396,144.896,20.990,12
