 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,131,131,131,153.821,268.304,6
2,0.000,277,277,277,162.231,260.979,6
3,0.000,119,119,119,175.524,254.197,6
4,0.000,428,428,428,167.928,232.223,6
5,0.000,426,426,426,156.262,237.106,6
6,0.000,395,395,395,144.054,239.276,6
7,0.000,68,68,68,142.155,231.951,6
8,0.000,370,370,370,155.177,228.696,6
9,0.000,163,163,163,171.454,227.611,6
10,0.000,217,217,217,168.742,199.939,6
11,0.000,469,469,469,156.534,203.737,6
12,0.000,388,388,388,143.783,204.009,6
13,0.000,482,482,482,142.427,196.141,6
14,0.000,338,338,338,154.363,195.056,6
15,0.000,240,240,240,168.199,196.413,6
16,0.000,264,264,264,169.555,169.284,6
17,0.000,350,350,350,157.619,171.725,6
18,0.000,296,296,296,145.139,170.098,6
19,0.000,285,285,285,148.395,161.688,6
20,0.000,362,362,362,158.704,163.044,6
21,0.000,348,348,348,170.369,164.401,6
22,0.000,235,235,235,175.795,140.799,6
23,0.000,281,281,281,163.587,140.527,6
24,0.000,255,255,255,153.278,139.171,6
25,0.000,120,120,120,155.720,131.575,6
26,0.000,204,204,204,165.486,132.389,6
27,0.000,306,306,306,177.423,133.745,6
28,0.000,181,181,181,181.763,109.600,6
29,0.000,306,306,306,170.912,110.414,6
30,0.000,272,272,272,158.433,107.159,6
31,0.000,193,193,193,161.417,100.919,6
32,0.000,271,271,271,170.641,101.191,6
33,0.000,227,227,227,183.391,105.260,6
34,0.000,74,74,74,189.088,81.386,6
35,0.000,260,260,260,176.880,80.573,6
36,0.000,266,266,266,164.672,78.945,6
37,0.000,178,178,178,167.114,71.349,6
38,0.000,89,89,89,177.423,73.248,6
39,0.000,220,220,220,188.817,75.418,6
40,0.000,176,176,176,194.243,55.343,6
41,0.000,182,182,182,184.205,53.715,6
42,0.000,159,159,159,170.912,52.630,6
43,0.000,72,72,72,172.540,45.305,6
44,0.000,90,90,90,182.035,47.204,6
45,0.000,157,157,157,194.785,50.188,6
46,0.000,102,102,102,199.397,31.469,6
47,0.000,107,107,107,188.817,28.485,6
48,0.000,149,149,149,177.151,26.586,6
