 ,Area,Mean,Min,Max,X,Y
1,0.000,213,213,213,123.206,210.905
2,0.000,388,388,388,130.579,201.786
3,0.000,372,372,372,138.534,193.831
4,0.000,351,351,351,129.803,169.384
5,0.000,329,329,329,118.549,177.533
6,0.000,307,307,307,101.669,185.100
7,0.000,186,186,186,97.983,172.876
8,0.000,213,213,213,112.341,167.250
9,0.000,178,178,178,123.982,162.981
10,0.000,325,325,325,125.534,138.922
11,0.000,209,209,209,112.729,143.967
12,0.000,124,124,124,92.356,151.146
13,0.000,121,121,121,90.998,130.773
14,0.000,143,143,143,107.490,129.803
15,0.000,203,203,203,125.922,129.027
16,0.000,237,237,237,127.668,103.027
17,0.000,164,164,164,104.385,105.356
18,0.000,131,131,131,90.416,104.968
19,0.000,92,92,92,91.774,92.550
20,0.000,169,169,169,110.982,93.908
21,0.000,229,229,229,129.027,95.848
22,0.000,221,221,221,132.713,65.580
23,0.000,195,195,195,116.221,68.297
24,0.000,90,90,90,95.848,67.327
25,0.000,89,89,89,101.475,52.387
26,0.000,277,277,277,118.355,55.297
27,0.000,277,277,277,134.459,58.790
28,0.000,192,192,192,139.698,26.387
29,0.000,304,304,304,125.728,28.328
30,0.000,115,115,115,107.878,26.193
