 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,402,402,402,96.842,200.398,8
2,0.000,509,509,509,112.711,196.329,8
3,0.000,515,515,515,128.580,194.905,8
4,0.000,312,312,312,126.139,173.542,8
5,0.000,446,446,446,110.880,179.036,8
6,0.000,556,556,556,95.418,178.629,8
7,0.000,345,345,345,91.145,165.405,8
8,0.000,424,424,424,106.811,164.591,8
9,0.000,258,258,258,124.308,166.422,8
10,0.000,406,406,406,124.308,145.060,8
11,0.000,332,332,332,109.659,147.704,8
12,0.000,332,332,332,93.994,142.822,8
13,0.000,211,211,211,96.639,132.039,8
14,0.000,506,506,506,110.880,131.428,8
15,0.000,249,249,249,124.511,136.718,8
16,0.000,426,426,426,130.818,111.694,8
17,0.000,592,592,592,115.966,111.287,8
18,0.000,374,374,374,101.928,107.014,8
19,0.000,370,370,370,105.387,96.232,8
20,0.000,509,509,509,120.035,98.876,8
21,0.000,396,396,396,132.649,106.811,8
22,0.000,626,626,626,137.735,89.314,8
23,0.000,361,361,361,123.494,89.111,8
24,0.000,476,476,476,112.304,83.414,8
25,0.000,661,661,661,119.425,73.038,8
26,0.000,641,641,641,130.818,73.852,8
27,0.000,699,699,699,142.008,81.583,8
28,0.000,471,471,471,144.246,62.866,8
29,0.000,555,555,555,132.853,61.849,8
30,0.000,680,680,680,122.273,57.576,8
31,0.000,466,466,466,122.273,51.676,8
32,0.000,504,504,504,133.666,48.828,8
33,0.000,498,498,498,145.670,56.762,8
34,0.000,354,354,354,151.366,38.045,8
35,0.000,266,266,266,134.277,45.166,8
36,0.000,401,401,401,121.866,42.521,8
37,0.000,782,782,782,127.156,32.755,8
38,0.000,718,718,718,138.753,32.348,8
39,0.000,430,430,430,151.570,33.976,8
40,0.000,445,445,445,151.163,16.479,8
41,0.000,423,423,423,139.160,20.955,8
42,0.000,427,427,427,128.580,16.276,8
