 ,Area,Mean,Min,Max,X,Y
1,0.000,146,146,146,117.191,221.383
2,0.000,272,272,272,129.609,215.174
3,0.000,223,223,223,143.967,208.965
4,0.000,252,252,252,136.982,188.398
5,0.000,245,245,245,123.012,195.189
6,0.000,208,208,208,105.744,202.562
7,0.000,142,142,142,101.281,193.055
8,0.000,141,141,141,114.669,183.742
9,0.000,203,203,203,134.071,184.712
10,0.000,167,167,167,127.863,160.847
11,0.000,109,109,109,113.505,168.026
12,0.000,171,171,171,98.565,171.712
13,0.000,59,59,59,87.505,162.011
14,0.000,196,196,196,104.385,155.414
15,0.000,93,93,93,118.355,152.892
16,0.000,214,214,214,119.907,135.818
17,0.000,229,229,229,103.609,137.564
18,0.000,262,262,262,88.863,135.624
19,0.000,248,248,248,90.998,123.594
20,0.000,176,176,176,105.356,127.863
21,0.000,79,79,79,121.460,131.549
22,0.000,317,317,317,125.728,105.162
23,0.000,277,277,277,110.982,104.385
24,0.000,177,177,177,96.042,99.341
25,0.000,195,195,195,100.117,90.804
26,0.000,186,186,186,113.311,92.938
27,0.000,164,164,164,127.474,99.147
28,0.000,184,184,184,134.653,73.730
29,0.000,276,276,276,119.519,71.983
30,0.000,164,164,164,106.326,67.909
31,0.000,191,191,191,109.430,59.372
32,0.000,220,220,220,122.430,61.506
33,0.000,180,180,180,135.430,67.715
34,0.000,147,147,147,144.355,44.044
35,0.000,226,226,226,129.609,40.939
36,0.000,162,162,162,117.579,37.641
37,0.000,153,153,153,118.161,31.432
38,0.000,155,155,155,130.579,34.536
39,0.000,181,181,181,144.161,38.611
40,0.000,152,152,152,149.205,18.626
41,0.000,174,174,174,136.594,14.164
42,0.000,217,217,217,119.519,11.642
