 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,218,218,218,117.947,197.689,12
2,0.000,392,392,392,128.919,192.595,12
3,0.000,311,311,311,144.005,185.738,12
4,0.000,423,423,423,129.703,169.280,12
5,0.000,424,424,424,120.494,177.313,12
6,0.000,389,389,389,105.800,187.305,12
7,0.000,368,368,368,100.510,173.786,12
8,0.000,420,420,420,112.070,166.929,12
9,0.000,357,357,357,125.784,162.227,12
10,0.000,289,289,289,120.103,141.654,12
11,0.000,347,347,347,107.367,146.748,12
12,0.000,364,364,364,93.261,149.491,12
13,0.000,274,274,274,91.301,137.148,12
14,0.000,450,450,450,104.037,134.013,12
15,0.000,261,261,261,118.927,134.209,12
16,0.000,184,184,184,119.515,111.482,12
17,0.000,338,338,338,105.996,113.441,12
18,0.000,337,337,337,91.301,112.461,12
19,0.000,288,288,288,93.065,101.294,12
20,0.000,429,429,429,105.800,100.902,12
21,0.000,297,297,297,119.515,104.624,12
22,0.000,228,228,228,124.217,81.701,12
23,0.000,344,344,344,112.461,81.113,12
24,0.000,355,355,355,98.943,77.391,12
25,0.000,298,298,298,101.686,69.946,12
26,0.000,368,368,368,112.266,70.925,12
27,0.000,219,219,219,124.217,75.040,12
28,0.000,204,204,204,133.230,52.508,12
29,0.000,458,458,458,120.298,50.941,12
30,0.000,401,401,401,107.759,46.630,12
31,0.000,328,328,328,110.502,40.361,12
32,0.000,467,467,467,121.670,41.928,12
33,0.000,136,136,136,134.601,48.394,12
34,0.000,339,339,339,143.614,26.450,12
35,0.000,476,476,476,130.878,24.295,12
36,0.000,372,372,372,119.515,19.789,12
