 ,Area,Mean,Min,Max,X,Y
1,0.000,416,416,416,106.990,224.637
2,0.000,515,515,515,119.737,217.950
3,0.000,303,303,303,132.066,213.980
4,0.000,462,462,462,127.469,191.621
5,0.000,516,516,516,113.468,196.009
6,0.000,262,262,262,98.004,204.159
7,0.000,591,591,591,93.407,188.277
8,0.000,426,426,426,107.199,186.188
9,0.000,403,403,403,120.782,185.770
10,0.000,522,522,522,122.244,161.530
11,0.000,571,571,571,108.244,162.993
12,0.000,400,400,400,94.452,162.575
13,0.000,251,251,251,95.706,149.201
14,0.000,407,407,407,108.662,150.664
15,0.000,350,350,350,123.498,152.753
16,0.000,436,436,436,128.513,126.633
17,0.000,432,432,432,114.304,126.424
18,0.000,403,403,403,100.094,125.797
19,0.000,284,284,284,104.273,112.005
20,0.000,510,510,510,115.349,115.349
21,0.000,362,362,362,128.931,117.438
22,0.000,438,438,438,136.036,92.571
23,0.000,423,423,423,123.289,91.109
24,0.000,243,243,243,109.289,87.556
25,0.000,199,199,199,113.677,77.317
26,0.000,329,329,329,124.961,81.914
27,0.000,336,336,336,138.544,83.377
28,0.000,306,306,306,143.559,58.510
29,0.000,568,568,568,131.648,57.465
30,0.000,294,294,294,118.274,55.585
31,0.000,126,126,126,120.782,47.435
32,0.000,432,432,432,132.902,49.107
33,0.000,371,371,371,144.813,50.569
34,0.000,254,254,254,149.619,28.419
35,0.000,593,593,593,136.663,28.001
36,0.000,466,466,466,125.588,26.330
