 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,93,93,93,198.312,304.385,6
2,0.000,190,190,190,201.839,297.875,6
3,0.000,283,283,283,207.807,292.991,6
4,0.000,453,453,453,197.498,278.613,6
5,0.000,462,462,462,187.189,285.938,6
6,0.000,363,363,363,174.167,292.449,6
7,0.000,145,145,145,170.912,279.969,6
8,0.000,309,309,309,185.019,274.544,6
9,0.000,51,51,51,198.855,274.272,6
10,0.000,230,230,230,195.599,248.771,6
11,0.000,389,389,389,182.577,253.655,6
12,0.000,357,357,357,168.470,255.554,6
13,0.000,352,352,352,164.401,245.245,6
14,0.000,429,429,429,177.965,242.532,6
15,0.000,71,71,71,192.072,243.346,6
16,0.000,99,99,99,191.258,216.217,6
17,0.000,451,451,451,177.694,219.472,6
18,0.000,229,229,229,162.773,220.557,6
19,0.000,184,184,184,165.215,207.807,6
20,0.000,201,201,201,179.050,208.621,6
21,0.000,135,135,135,192.615,211.334,6
22,0.000,103,103,103,195.599,184.476,6
23,0.000,190,190,190,182.035,184.205,6
24,0.000,318,318,318,169.013,181.492,6
25,0.000,200,200,200,172.811,172.811,6
26,0.000,268,268,268,183.391,174.981,6
27,0.000,217,217,217,196.956,178.236,6
28,0.000,163,163,163,201.839,154.634,6
29,0.000,141,141,141,191.530,151.650,6
30,0.000,163,163,163,178.779,148.123,6
31,0.000,187,187,187,180.950,141.884,6
32,0.000,37,37,37,192.072,144.325,6
33,0.000,198,198,198,204.552,147.310,6
34,0.000,185,185,185,209.435,124.793,6
35,0.000,151,151,151,199.397,122.894,6
36,0.000,110,110,110,186.647,118.553,6
37,0.000,111,111,111,190.173,112.585,6
38,0.000,155,155,155,200.754,114.484,6
39,0.000,152,152,152,212.690,118.824,6
40,0.000,130,130,130,218.116,98.206,6
41,0.000,132,132,132,206.993,95.765,6
42,0.000,74,74,74,196.142,90.882,6
43,0.000,74,74,74,200.211,86.812,6
44,0.000,107,107,107,210.249,88.440,6
45,0.000,104,104,104,221.100,92.238,6
46,0.000,119,119,119,227.069,74.062,6
47,0.000,121,121,121,216.488,70.806,6
48,0.000,151,151,151,204.823,67.279,6
