 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,32,32,32,116.500,204.000,8
2,0.000,6,6,6,129.750,195.000,8
3,0.000,82,82,82,144.750,188.500,8
4,0.000,152,152,152,137.750,166.750,8
5,0.000,150,150,150,124.750,171.500,8
6,0.000,185,185,185,110.250,180.000,8
7,0.000,53,53,53,107.000,172.500,8
8,0.000,249,249,249,122.000,165.500,8
9,0.000,213,213,213,133.500,160.250,8
10,0.000,147,147,147,130.750,137.500,8
11,0.000,49,49,49,119.250,141.250,8
12,0.000,109,109,109,102.250,146.250,8
13,0.000,69,69,69,102.250,135.250,8
14,0.000,91,91,91,117.250,131.250,8
15,0.000,206,206,206,131.750,131.000,8
16,0.000,30,30,30,131.750,104.000,8
17,0.000,78,78,78,118.750,106.750,8
18,0.000,111,111,111,102.250,107.000,8
19,0.000,122,122,122,104.750,96.250,8
20,0.000,125,125,125,120.000,96.250,8
21,0.000,169,169,169,133.500,99.250,8
22,0.000,25,25,25,136.000,71.000,8
23,0.000,98,98,98,122.750,74.000,8
24,0.000,126,126,126,107.000,72.750,8
25,0.000,111,111,111,108.750,64.500,8
26,0.000,75,75,75,121.750,63.750,8
27,0.000,141,141,141,136.000,66.250,8
28,0.000,230,230,230,136.250,41.500,8
29,0.000,69,69,69,126.000,40.750,8
30,0.000,110,110,110,110.250,40.500,8
31,0.000,125,125,125,111.500,32.500,8
32,0.000,140,140,140,125.000,31.750,8
33,0.000,279,279,279,136.750,34.250,8
34,0.000,124,124,124,138.500,11.250,8
35,0.000,153,153,153,127.500,13.250,8
36,0.000,85,85,85,111.750,9.750,8
