 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,162,162,162,116.458,212.263,9
2,0.000,247,247,247,130.338,202.107,9
3,0.000,164,164,164,141.849,200.076,9
4,0.000,283,283,283,133.047,176.716,9
5,0.000,207,207,207,120.521,180.779,9
6,0.000,290,290,290,107.318,186.873,9
7,0.000,154,154,154,104.609,173.670,9
8,0.000,214,214,214,118.828,169.607,9
9,0.000,128,128,128,132.370,169.946,9
10,0.000,239,239,239,131.015,143.201,9
11,0.000,176,176,176,118.489,145.910,9
12,0.000,348,348,348,104.271,146.925,9
13,0.000,184,184,184,104.609,135.753,9
14,0.000,150,150,150,118.151,134.399,9
15,0.000,216,216,216,131.015,138.800,9
16,0.000,238,238,238,135.078,112.056,9
17,0.000,312,312,312,122.213,112.733,9
18,0.000,322,322,322,107.995,109.009,9
19,0.000,174,174,174,110.026,100.207,9
20,0.000,190,190,190,127.292,101.561,9
21,0.000,197,197,197,136.432,107.655,9
22,0.000,165,165,165,144.557,80.910,9
23,0.000,208,208,208,132.031,79.895,9
24,0.000,114,114,114,117.474,75.494,9
25,0.000,133,133,133,122.213,68.723,9
26,0.000,222,222,222,135.078,70.077,9
27,0.000,125,125,125,145.911,76.171,9
28,0.000,161,161,161,155.390,50.781,9
29,0.000,380,380,380,142.864,49.765,9
30,0.000,159,159,159,130.000,44.687,9
31,0.000,124,124,124,133.724,38.932,9
32,0.000,174,174,174,145.234,42.317,9
33,0.000,180,180,180,157.083,47.057,9
34,0.000,204,204,204,165.547,23.359,9
35,0.000,311,311,311,153.021,22.343,9
36,0.000,130,130,130,141.172,17.942,9
