 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,239,239,239,110.364,205.495,11
2,0.000,224,224,224,122.891,198.047,11
3,0.000,140,140,140,136.432,195.677,11
4,0.000,303,303,303,130.000,171.302,11
5,0.000,226,226,226,117.474,175.364,11
6,0.000,202,202,202,103.255,178.411,11
7,0.000,184,184,184,98.516,171.302,11
8,0.000,181,181,181,114.766,167.578,11
9,0.000,179,179,179,128.646,164.870,11
10,0.000,187,187,187,128.307,142.187,11
11,0.000,229,229,229,115.443,143.880,11
12,0.000,266,266,266,100.547,144.219,11
13,0.000,120,120,120,99.531,136.432,11
14,0.000,216,216,216,116.120,135.755,11
15,0.000,166,166,166,128.307,138.463,11
16,0.000,239,239,239,131.015,111.042,11
17,0.000,308,308,308,119.167,112.057,11
18,0.000,168,168,168,104.609,107.995,11
19,0.000,191,191,191,107.656,98.516,11
20,0.000,239,239,239,121.875,100.885,11
21,0.000,159,159,159,133.047,105.286,11
22,0.000,222,222,222,141.510,80.234,11
23,0.000,277,277,277,127.969,77.187,11
24,0.000,424,424,424,116.120,75.156,11
25,0.000,202,202,202,117.135,65.000,11
26,0.000,222,222,222,130.338,69.740,11
27,0.000,138,138,138,142.526,74.479,11
28,0.000,200,200,200,150.989,48.411,11
29,0.000,321,321,321,138.463,45.703,11
30,0.000,270,270,270,125.260,42.318,11
31,0.000,165,165,165,127.630,35.547,11
32,0.000,229,229,229,139.818,39.609,11
33,0.000,122,122,122,152.005,44.687,11
34,0.000,259,259,259,161.484,20.312,11
35,0.000,289,289,289,148.620,18.281,11
36,0.000,229,229,229,136.094,14.896,11
