 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,68,68,68,119.492,232.695,7
2,0.000,51,51,51,133.711,221.211,7
3,0.000,29,29,29,148.203,214.375,7
4,0.000,78,78,78,136.172,191.953,7
5,0.000,96,96,96,124.141,200.430,7
6,0.000,60,60,60,103.633,210.820,7
7,0.000,33,33,33,100.078,196.875,7
8,0.000,50,50,50,116.758,189.219,7
9,0.000,41,41,41,132.891,185.391,7
10,0.000,60,60,60,126.328,161.328,7
11,0.000,35,35,35,112.930,165.977,7
12,0.000,49,49,49,93.242,168.984,7
13,0.000,9,9,9,93.516,158.047,7
14,0.000,79,79,79,109.648,152.578,7
15,0.000,21,21,21,126.875,155.859,7
16,0.000,37,37,37,126.875,129.336,7
17,0.000,66,66,66,112.109,130.977,7
18,0.000,82,82,82,92.969,128.789,7
19,0.000,33,33,33,96.523,118.672,7
20,0.000,74,74,74,110.742,117.852,7
21,0.000,57,57,57,127.422,122.500,7
22,0.000,55,55,55,132.617,96.523,7
23,0.000,44,44,44,120.312,95.977,7
24,0.000,57,57,57,103.359,91.602,7
25,0.000,38,38,38,106.641,83.945,7
26,0.000,68,68,68,121.406,84.766,7
27,0.000,46,46,46,134.531,91.328,7
28,0.000,59,59,59,141.367,65.625,7
29,0.000,48,48,48,127.422,62.617,7
30,0.000,86,86,86,112.109,58.516,7
31,0.000,68,68,68,115.391,49.219,7
32,0.000,121,121,121,130.156,52.227,7
33,0.000,71,71,71,143.008,59.883,7
34,0.000,52,52,52,152.031,35.000,7
35,0.000,86,86,86,138.906,32.266,7
36,0.000,67,67,67,122.500,26.797,7
37,0.000,73,73,73,124.414,20.234,7
38,0.000,92,92,92,140.820,24.609,7
39,0.000,62,62,62,153.398,31.719,7
40,0.000,62,62,62,164.609,7.930,7
41,0.000,102,102,102,149.297,6.289,7
42,0.000,19,19,19,138.359,0.273,7
