 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,9,9,9,104.458,193.056,9
2,0.000,15,15,15,121.138,187.860,9
3,0.000,23,23,23,134.537,186.766,9
4,0.000,37,37,37,134.264,162.156,9
5,0.000,67,67,67,120.045,165.437,9
6,0.000,33,33,33,103.364,165.984,9
7,0.000,12,12,12,104.184,153.952,9
8,0.000,13,13,13,120.045,152.312,9
9,0.000,18,18,18,134.537,153.132,9
10,0.000,40,40,40,135.905,126.881,9
11,0.000,44,44,44,120.865,127.975,9
12,0.000,19,19,19,103.364,125.787,9
13,0.000,10,10,10,105.552,117.310,9
14,0.000,15,15,15,121.959,116.763,9
15,0.000,30,30,30,135.358,119.771,9
16,0.000,20,20,20,140.553,91.606,9
17,0.000,50,50,50,124.967,92.973,9
18,0.000,15,15,15,109.653,88.598,9
19,0.000,12,12,12,111.568,81.215,9
20,0.000,17,17,17,127.701,82.035,9
21,0.000,21,21,21,141.374,87.231,9
22,0.000,36,36,36,145.749,59.339,9
23,0.000,62,62,62,132.076,59.612,9
24,0.000,16,16,16,115.943,55.237,9
25,0.000,14,14,14,117.857,50.315,9
26,0.000,19,19,19,132.623,51.135,9
27,0.000,19,19,19,146.569,54.690,9
28,0.000,27,27,27,150.944,28.439,9
29,0.000,69,69,69,136.452,28.712,9
30,0.000,24,24,24,121.412,25.157,9
