 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,378,378,378,117.164,212.775,10
2,0.000,628,628,628,129.703,202.000,10
3,0.000,539,539,539,144.593,196.710,10
4,0.000,466,466,466,137.540,178.097,10
5,0.000,579,579,579,124.217,183.778,10
6,0.000,414,414,414,108.935,186.325,10
7,0.000,302,302,302,105.800,174.962,10
8,0.000,421,421,421,118.927,171.239,10
9,0.000,360,360,360,134.405,171.827,10
10,0.000,402,402,402,134.601,150.471,10
11,0.000,599,599,599,121.082,151.451,10
12,0.000,479,479,479,105.996,149.295,10
13,0.000,340,340,340,106.780,140.675,10
14,0.000,477,477,477,120.298,138.128,10
15,0.000,466,466,466,134.993,143.810,10
16,0.000,479,479,479,139.891,118.927,10
17,0.000,510,510,510,125.784,119.123,10
18,0.000,485,485,485,112.070,115.204,10
19,0.000,467,467,467,114.813,107.367,10
20,0.000,509,509,509,130.095,106.388,10
21,0.000,460,460,460,142.830,113.441,10
22,0.000,429,429,429,149.883,90.126,10
23,0.000,568,568,568,136.756,90.126,10
24,0.000,492,492,492,122.846,84.640,10
25,0.000,92,92,92,125.197,76.607,10
26,0.000,545,545,545,139.107,78.762,10
27,0.000,618,618,618,152.822,84.052,10
28,0.000,485,485,485,157.916,60.933,10
29,0.000,560,560,560,145.377,60.345,10
30,0.000,408,408,408,132.250,55.251,10
31,0.000,244,244,244,134.797,49.765,10
32,0.000,872,872,872,147.532,50.157,10
33,0.000,663,663,663,158.308,54.663,10
34,0.000,434,434,434,164.382,32.328,10
35,0.000,841,841,841,152.234,32.524,10
36,0.000,629,629,629,140.479,28.605,10
37,0.000,573,573,573,142.242,22.531,10
38,0.000,848,848,848,153.410,23.315,10
39,0.000,449,449,449,165.557,26.450,10
40,0.000,525,525,525,170.064,5.094,10
41,0.000,657,657,657,157.524,6.466,10
42,0.000,522,522,522,146.748,4.702,10
