 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,109,109,109,99.805,234.883,9
2,0.000,149,149,149,114.570,227.227,9
3,0.000,42,42,42,131.797,225.586,9
4,0.000,176,176,176,129.336,202.344,9
5,0.000,180,180,180,114.297,205.078,9
6,0.000,107,107,107,93.789,210.273,9
7,0.000,97,97,97,91.328,201.250,9
8,0.000,112,112,112,109.102,201.250,9
9,0.000,166,166,166,128.242,197.695,9
10,0.000,78,78,78,125.508,173.086,9
11,0.000,112,112,112,111.562,177.188,9
12,0.000,57,57,57,92.969,177.734,9
13,0.000,110,110,110,92.695,167.891,9
14,0.000,145,145,145,108.828,165.977,9
15,0.000,63,63,63,125.781,166.250,9
16,0.000,76,76,76,124.141,139.180,9
17,0.000,119,119,119,110.195,142.734,9
18,0.000,97,97,97,92.148,140.547,9
19,0.000,49,49,49,91.602,130.977,9
20,0.000,152,152,152,108.281,129.336,9
21,0.000,66,66,66,124.688,132.891,9
22,0.000,103,103,103,126.328,105.000,9
23,0.000,109,109,109,111.562,106.641,9
24,0.000,94,94,94,94.609,102.812,9
25,0.000,85,85,85,97.617,94.609,9
26,0.000,114,114,114,112.383,94.883,9
27,0.000,173,173,173,127.148,98.164,9
28,0.000,108,108,108,130.703,72.188,9
29,0.000,156,156,156,116.758,72.734,9
30,0.000,57,57,57,100.352,68.359,9
31,0.000,25,25,25,101.992,61.797,9
32,0.000,102,102,102,115.938,61.250,9
33,0.000,149,149,149,130.430,64.805,9
34,0.000,106,106,106,134.805,40.195,9
35,0.000,177,177,177,123.594,40.469,9
36,0.000,107,107,107,105.820,36.914,9
37,0.000,49,49,49,107.461,31.719,9
38,0.000,145,145,145,121.953,30.352,9
39,0.000,167,167,167,135.625,33.633,9
40,0.000,109,109,109,140.547,9.844,9
41,0.000,197,197,197,125.508,10.938,9
42,0.000,117,117,117,110.195,7.930,9
